numeroDeclarationActivite,denomination,region,categories_soft,nb_stagiaires,effectif_formateurs,production_estimee
1.1930797693E10,MAE,Île-de-France,Enseignement,151,5,10.63
5.2440961344E10,MAISON DE L'INCLUSION ET DE L'INNOVATION SOCIALE,Pays de la Loire,RH gestion,274,5,11.14
1.1921692592E10,MALHERBE  ET CONSULTANTS,Île-de-France,Comportementales,347,5,11.45
8.4380635838E10,MARTINAUD-CONTI CELINE,Auvergne-Rhône-Alpes,RH gestion,54,5,10.22
1.1756881175E10,MC COACHING,Île-de-France,Enseignement,1072,5,14.47
5.3560855056E10,MCEF,Bretagne,RH gestion,475,5,11.98
8.4380881138E10,MELIOR,Auvergne-Rhône-Alpes,Comportementales,194,5,10.81
4.4680350368E10,MERGEN FORMATIONS,Grand Est,Enseignement,9,5,10.04
7.6310854931E10,MICHEL CONDOMITTI,Occitanie,RH gestion,65,5,10.27
5.2490342349E10,MICHELET SARL,Pays de la Loire,Enseignement,16,5,10.07
7.6310971831E10,MIDI-BONNEFOY SARL,Occitanie,Enseignement,305,5,11.27
8.4380738238E10,MILLAT RODOLPHE,Auvergne-Rhône-Alpes,Enseignement,16,5,10.07
1.1940993994E10,MIRAGI,Île-de-France,Enseignement,39,5,10.16
9.3131112213E10,MMC FORMATIONS,Provence-Alpes-Côte d'Azur,Enseignement,249,5,11.04
7.6341243434E10,MON COACH BRICO,Occitanie,Enseignement,64,5,10.27
1.1930833193E10,MON PROF DE CONDUITE,Île-de-France,Enseignement,95,5,10.40
5.3351023835E10,Monsieur FRANCK CHOUZENOUX,Bretagne,Enseignement,134,5,10.56
5.3290911929E10,Monsieur Jean-Louis MEAR - AUTO ECOLE MEAR TESSIER,Bretagne,Enseignement,23,5,10.10
4.4080072108E10,Monsieur WILLIAM VOLUER,Grand Est,Enseignement,92,5,10.38
3.2620297662E10,MONTESSORI EN ARTOIS,Hauts-de-France,Comportementales,49,5,10.20
2.850013295E10,MORGAN DETOISIEN,Normandie,RH gestion,533,5,12.22
5.3351033935E10,MOVENDI,Bretagne,RH gestion,242,5,11.01
8.4691996269E10,MY CDL,Auvergne-Rhône-Alpes,Orientation,118,5,10.49
1.1910827691E10,MYHUMANPARTNER,Île-de-France,Orientation,70,5,10.29
1.1930847293E10,MY PERMIS,Île-de-France,Enseignement,268,5,11.12
1.1770728977E10,MYPERSONALI,Île-de-France,Orientation,29,5,10.12
8.4430363343E10,NAMAC FORMATIONS,Auvergne-Rhône-Alpes,Comportementales,52,5,10.22
5.2850163185E10,NEHOLYS,Pays de la Loire,"Comportementales, Orientation",277,5,11.15
1.1756847175E10,NEXTGEN,Île-de-France,RH gestion,1196,5,14.98
4.4510201151E10,NMT FORMATION,Grand Est,Enseignement,196,5,10.82
7.3310331831E10,NOOUS,Occitanie,"RH gestion, Comportementales",81,5,10.34
7.5860186386E10,N'OUBLIE JAMAIS,Nouvelle-Aquitaine,Enseignement,214,5,10.89
7.5331084033E10,OASYS SUD OUEST,Nouvelle-Aquitaine,RH gestion,16,5,10.07
1.1930875093E10,OBJECTIF PERMIS,Île-de-France,Enseignement,346,5,11.44
5.2440532344E10,OCEAN PARTNER CONSULTING,Pays de la Loire,"RH gestion, Comportementales",197,5,10.82
7.5331331033E10,office prime,Nouvelle-Aquitaine,Comportementales,400,5,11.67
4.973214697E9,OGNARD AUTO ECOLE,La Réunion,Enseignement,260,5,11.08
1.973507197E9,O NEURO SENS FORMATION,Guadeloupe,Comportementales,86,5,10.36
8.4630493463E10,ONE WAY,Auvergne-Rhône-Alpes,Enseignement,85,5,10.35
5.2440874044E10,ORCADRE,Pays de la Loire,"Comportementales, Orientation",308,5,11.28
3.2590953859E10,ORICA,Hauts-de-France,Orientation,14298,5,69.58
1.1788092878E10,OSELITE,Île-de-France,"Comportementales, Orientation",94,5,10.39
7.5331539433E10,OSE&NOUS,Nouvelle-Aquitaine,RH gestion,37,5,10.15
1.1770322877E10,OSIRIS CONSEIL,Île-de-France,Comportementales,35,5,10.15
1.1922068492E10,OSTIANE MATHON LABLEARN,Île-de-France,Enseignement,400,5,11.67
7.6311082231E10,OUTWAVE,Occitanie,Orientation,55,5,10.23
8.2380610738E10,OXEO,Auvergne-Rhône-Alpes,Enseignement,93,5,10.39
8.4691700169E10,OZANIM,Auvergne-Rhône-Alpes,Comportementales,314,5,11.31
1.1756366775E10,PANACHE,Île-de-France,Comportementales,137,5,10.57
8.2691181569E10,PARO,Auvergne-Rhône-Alpes,Enseignement,1198,5,14.99
1.1922667992E10,PAROLES DE SAGESSE,Île-de-France,Enseignement,731,5,13.05
8.4691453269E10,PAUL PYRONNET INSTITUT,Auvergne-Rhône-Alpes,Enseignement,869,5,13.62
9.3131853113E10,PERMIDRIVE,Provence-Alpes-Côte d'Azur,Enseignement,196,5,10.82
1.1930792293E10,PERMIS EXPRESS,Île-de-France,Enseignement,201,5,10.84
8.2690969969E10,PLACE TO LEARN,Auvergne-Rhône-Alpes,Comportementales,1050,5,14.38
9.8970282297E10,POINTCOM FORMATION,La Réunion,Comportementales,56,5,10.23
1.1930869693E10,POLARIS AUTO ECOLE EDOUARD,Île-de-France,Enseignement,109,5,10.45
1.1950713995E10,POLE PAIE DEVELOPPEMENT,Île-de-France,RH gestion,24,5,10.10
1.1770790877E10,POLE POSITION ROISSY,Île-de-France,Enseignement,373,5,11.55
1.1756428875E10,POP MY VOICE,Île-de-France,Comportementales,20,5,10.08
8.4691627569E10,PORTAIL FREDERIC,Auvergne-Rhône-Alpes,Enseignement,147,5,10.61
1.1922259892E10,POWER CONDUITE,Île-de-France,Enseignement,75,5,10.31
2.8760635576E10,PPC LE HAVRE,Normandie,Enseignement,133,5,10.55
2.8760623576E10,PPC Normandie Rouen 2,Normandie,Enseignement,197,5,10.82
2.8760627776E10,PPC ROUEN,Normandie,Enseignement,269,5,11.12
8.4380859938E10,PREAVIES,Auvergne-Rhône-Alpes,Enseignement,946,5,13.94
1.1922123392E10,PREF2PERF,Île-de-France,Comportementales,108,5,10.45
1.1930823293E10,PREGO   AUTO  ECOLE CITY DRIVE,Île-de-France,Enseignement,80,5,10.33
4.1570269757E10,PRO ACCIS,Grand Est,RH gestion,53,5,10.22
1.1922543292E10,PROCESSPRO,Île-de-France,RH gestion,50,5,10.21
8.4740475474E10,PROGRE'SSE,Auvergne-Rhône-Alpes,Enseignement,223,5,10.93
1.1922655392E10,PROTIME,Île-de-France,RH gestion,22,5,10.09
9.130032433E10,PROVENCE FORM'EVENT,Occitanie,Comportementales,796,5,13.32
9.3060973306E10,PROVEO,Provence-Alpes-Côte d'Azur,RH gestion,388,5,11.62
7.6340977634E10,PVB AVOCATS,Occitanie,RH gestion,88,5,10.37
1.1950663895E10,QUALIPERMIS,Île-de-France,Enseignement,225,5,10.94
4.4510226651E10,QUASARYS,Grand Est,Enseignement,130,5,10.54
1.1753947675E10,QUATRE EPICES,Île-de-France,Comportementales,637,5,12.65
1.1941080494E10,QUATRHA,Île-de-France,Enseignement,119,5,10.50
1.1931008093E10,RASPAIL FORMATION,Île-de-France,Enseignement,243,5,11.01
1.1950553295E10,REFLEXE SANTE & SECOURS AU TRAVAIL,Île-de-France,Enseignement,445,5,11.85
9.3040101204E10,REIFLER EVA  VISIONPURE,Provence-Alpes-Côte d'Azur,"Enseignement, Comportementales",124,5,10.52
1.1754595275E10,RES. D'INFORMATION ET DE DOCUMENTATION POUR LA SOLIDARITE INTERNATIONALE,Île-de-France,Comportementales,70,5,10.29
4.3250276425E10,RESOLIANCE - ANNE VERWAERDE,Bourgogne-Franche-Comté,Comportementales,157,5,10.65
9.8970341897E10,REUSSIR SARL,La Réunion,Orientation,185,5,10.77
8.2691266269E10,REXIA,Auvergne-Rhône-Alpes,Comportementales,250,5,11.04
4.973258497E9,REZORUN,La Réunion,Enseignement,41,5,10.17
8.2420285942E10,RH EXPERTISE,Auvergne-Rhône-Alpes,RH gestion,32,5,10.13
7.6120099612E10,RJL,Occitanie,Enseignement,59,5,10.25
1.1930973793E10,R.L.H AUTO ECOLE,Île-de-France,Enseignement,252,5,11.05
8.2690524169E10,SAFOR (SANTE FORMATION),Auvergne-Rhône-Alpes,Comportementales,289,5,11.20
9.3060773706E10,SARL ABC AU BON CONDUCTEUR,Provence-Alpes-Côte d'Azur,Enseignement,20,5,10.08
5.2490387749E10,SARL AIN - AUTO ECOLE RENOIR,Pays de la Loire,Enseignement,192,5,10.80
2.8760675576E10,SARL AKCES-CONSULTING,Normandie,Orientation,260,5,11.08
1.1950644595E10,SARL Ambiance permis,Île-de-France,Enseignement,47,5,10.20
4.4880153588E10,SARL AUTO-ECOLE 100 % PERMIS,Grand Est,Enseignement,62,5,10.26
9.3060922206E10,SARL AUTO ECOLE CARAVELLE,Provence-Alpes-Côte d'Azur,Enseignement,377,5,11.57
1.1921933092E10,SARL CENTRE AUTO ROUTIER (CAR),Île-de-France,Enseignement,281,5,11.17
7.6340974934E10,SARL CHRIS CONDUITE,Occitanie,Enseignement,139,5,10.58
9.1340636334E10,SARL FLORIAN MANTIONE INSTITUT,Occitanie,RH gestion,30,5,10.12
9.3131725913E10,SARL LES 3 AS,Provence-Alpes-Côte d'Azur,Enseignement,292,5,11.22
9.3131788313E10,SARL M2000 EURO CONDUITE,Provence-Alpes-Côte d'Azur,Enseignement,212,5,10.88
8.3630076363E10,SARL RH PARTNERS CLAUDE VINCENT ORGANISATION,Auvergne-Rhône-Alpes,RH gestion,117,5,10.49
7.240009204E10,SAS ARAMIS,Nouvelle-Aquitaine,RH gestion,535,5,12.23
9.3060919806E10,SAS AUTO ECOLE AZUR,Provence-Alpes-Côte d'Azur,Enseignement,139,5,10.58
9.3830606983E10,SAS AUTO ECOLE SPORT,Provence-Alpes-Côte d'Azur,Enseignement,348,5,11.45
1.1930919093E10,SAS CENTRALE PERMIS,Île-de-France,Enseignement,409,5,11.70
5.2720052172E10,SAS CONTY,Pays de la Loire,RH gestion,24,5,10.10
9.1660184966E10,SAS CV,Occitanie,RH gestion,190,5,10.79
7.2330458933E10,SAS EXPANSIAL AQUITAINE,Nouvelle-Aquitaine,"RH gestion, Orientation",111,5,10.46
7.6340889434E10,SAS FORMASAUVER,Occitanie,Enseignement,107,5,10.45
7.3310579231E10,SAS LA GUILDE DES TRANSPORTEURS,Occitanie,RH gestion,84,5,10.35
7.6311049431E10,SAS LIKA,Occitanie,Enseignement,266,5,11.11
7.540013054E10,SAS RESILIO,Nouvelle-Aquitaine,Comportementales,161,5,10.67
1.1756011275E10,SASU AUTO-ECOLE IPC,Île-de-France,Enseignement,285,5,11.19
1.1770621377E10,SASU CENTRE DE FORMATION DU CARROUSSEL,Île-de-France,Enseignement,43,5,10.18
1.1930760193E10,SASU CER MERMOZ DRIVE,Île-de-France,Enseignement,201,5,10.84
1.1756370175E10,SAUVETAGE SECOURISME SECURITE INCENDIE,Île-de-France,Enseignement,256,5,11.07
1.1940949994E10,SAVEURS ET VIE CONSEIL,Île-de-France,RH gestion,157,5,10.65
5.2440477844E10,SB CONSEIL,Pays de la Loire,Comportementales,747,5,13.11
1.1756151975E10,SCHOOL  CONDUITE,Île-de-France,Enseignement,45,5,10.19
4.973187197E9,SC PRINT REUNION,La Réunion,RH gestion,98,5,10.41
1.1950810395E10,SD QUALITY,Île-de-France,Enseignement,284,5,11.18
7.5470156747E10,SECOURISME ET PREVENTION DU SUD OUEST,Nouvelle-Aquitaine,Enseignement,272,5,11.13
1.1950752695E10,SELOMAN,Île-de-France,Enseignement,271,5,11.13
1.1755643875E10,SENSORY CENTER,Île-de-France,Comportementales,45,5,10.19
4.4570390457E10,SENTINELLES,Grand Est,Enseignement,275,5,11.15
1.1788584378E10,S.E.R,Île-de-France,Orientation,7,5,10.03
2.4280173628E10,SERENITE CONDUITE,Centre-Val de Loire,Enseignement,87,5,10.36
1.1930796593E10,SF  AUTO   ECOLE,Île-de-France,Enseignement,101,5,10.42
9.3131836713E10,SF CONSULTING,Provence-Alpes-Côte d'Azur,Orientation,103,5,10.43
1.1921521092E10,S.G.M,Île-de-France,Enseignement,89,5,10.37
1.1754753475E10,SILAMIR  SAS,Île-de-France,RH gestion,249,5,11.04
8.4691637969E10,SIROCCO,Auvergne-Rhône-Alpes,Enseignement,45,5,10.19
5.2440991644E10,SKILL CARE,Pays de la Loire,Comportementales,328,5,11.37
7.5331503933E10,SKILLZFORMATION,Nouvelle-Aquitaine,Enseignement,48,5,10.20
1.1756746175E10,SL CONDUITE,Île-de-France,Enseignement,347,5,11.45
5.2490230649E10,SOCIETE FINANCIERE XAVIER HALLIGON - UP'TEAMHOMME,Pays de la Loire,"RH gestion, Comportementales",3540,5,24.75
9.3830678383E10,SOCIETE OLIVIER FORMATION PREVENTION SECURITE,Provence-Alpes-Côte d'Azur,Enseignement,302,5,11.26
1.1950321095E10,SOCIETE POUR LE DEVELOPPEMENT DE L EMPLOI DANS LES SERVICES ET L INDUSTRIE,Île-de-France,Orientation,257,5,11.07
1.1930835093E10,SOPHIE GELERNTER,Île-de-France,"Comportementales, Orientation",21,5,10.09
1.1788294978E10,SOSTEN SAS,Île-de-France,Comportementales,441,5,11.84
5.3351132735E10,SPRINKLAB,Bretagne,Enseignement,147,5,10.61
4.973304497E9,STARTWAVE,La Réunion,RH gestion,62,5,10.26
1.1752144375E10,STE D'ETUDES FINANCIERES ECONOMIQUES ET COMPTABLES,Île-de-France,RH gestion,159,5,10.66
1.1920820792E10,STRATE COLLEGE,Île-de-France,Enseignement,79,5,10.33
7.3120029412E10,STRATEGIES ASSOCIATION,Occitanie,Orientation,167,5,10.70
4.4680288068E10,STRATEIRA,Grand Est,Comportementales,79,5,10.33
5.2490430949E10,STRATMUT CONSEIL PLENITUDES,Pays de la Loire,RH gestion,595,5,12.48
5.3220914922E10,S.T. SASU,Bretagne,Comportementales,91,5,10.38
1.1756545975E10,STUDY FORMA,Île-de-France,RH gestion,183,5,10.76
7.630049373E10,SUD PERMIS,Occitanie,Enseignement,120,5,10.50
8.4740345174E10,SYNPEAK,Auvergne-Rhône-Alpes,Comportementales,613,5,12.55
2.5140242514E10,TAILLARD PATRICIA E.I - RESCUE-NORMANDIE-FORMATION,Normandie,Enseignement,146,5,10.61
7.5331204733E10,TAYSSE GAILLARD,Nouvelle-Aquitaine,Enseignement,4,5,10.02
7.6320070332E10,TECH - A - TETE SARL,Occitanie,Enseignement,15,5,10.06
7.6311263131E10,THALI FORMATION SAS,Occitanie,RH gestion,7,5,10.03
3.2620311862E10,THE TALENT NETWORK,Hauts-de-France,"RH gestion, Enseignement",719,5,13.00
7.6311041431E10,TOLOSANE CONDUITE SARL,Occitanie,Enseignement,83,5,10.35
1.1930773193E10,TOP CONDUITE,Île-de-France,Enseignement,236,5,10.98
2.4370384837E10,TOUR'N  INTRA - M. BUTTET David,Centre-Val de Loire,"RH gestion, Comportementales",55,5,10.23
1.1788463278E10,TOUS TES PERMIS,Île-de-France,Enseignement,345,5,11.44
4.4880154488E10,TRAJECTOIRE PERMIS,Grand Est,Enseignement,50,5,10.21
2.280016338E10,TRIANGLE INCENDIE,Hauts-de-France,Enseignement,2244,5,19.35
7.5331182533E10,TRICKY,Nouvelle-Aquitaine,Comportementales,597,5,12.49
1.1941246794E10,TRIOMPHE AUTO ECOLE,Île-de-France,Enseignement,38,5,10.16
8.4691499869E10,T&S CONTROLE ET FORMATION,Auvergne-Rhône-Alpes,Enseignement,253,5,11.05
9.3131581913E10,UDPS 13 UNION DEPARTEMENTALE DES PREMIERS SECOURS DES BOUCHES DU RHONE,Provence-Alpes-Côte d'Azur,Enseignement,386,5,11.61
8.3630463363E10,UIMM AUVERGNE SERVICES,Auvergne-Rhône-Alpes,RH gestion,127,5,10.53
7.6311117131E10,UMAMI SASU,Occitanie,Comportementales,29,5,10.12
9.3131656813E10,VENELLES CONDUITE ET FORMATION,Provence-Alpes-Côte d'Azur,Enseignement,85,5,10.35
9.3060963506E10,VIKARIA,Provence-Alpes-Côte d'Azur,Orientation,77,5,10.32
7.3120009612E10,VILLAGE 12 (ASSO.),Occitanie,Orientation,434,5,11.81
8.2690979869E10,VIRTU'OZ SEVEN,Auvergne-Rhône-Alpes,Comportementales,622,5,12.59
3.2591179659E10,WAKE UP SUCCESS,Hauts-de-France,RH gestion,91,5,10.38
1.1755865775E10,WAYS SARL,Île-de-France,Comportementales,166,5,10.69
9.3060827006E10,WELLJOB COMPETENCES +,Provence-Alpes-Côte d'Azur,RH gestion,243,5,11.01
5.2850189385E10,WEST CONSEIL,Pays de la Loire,Comportementales,747,5,13.11
1.1770623377E10,WINNERS-PERMIS,Île-de-France,Enseignement,153,5,10.64
1.1788082278E10,YLOS7,Île-de-France,RH gestion,9,5,10.04
9.3132177213E10,ZEOF,Provence-Alpes-Côte d'Azur,RH gestion,24,5,10.10
3.2591213359E10,123 FORMATION,Hauts-de-France,RH gestion,413,6,13.72
2.6710242771E10,45679.0,Bourgogne-Franche-Comté,"RH gestion, Comportementales",159,6,12.66
7.3310773931E10,2A ACCOMPAGNER AUTREMENT SAS,Occitanie,RH gestion,417,6,13.74
7.6660207566E10,2A FORMATION,Occitanie,Enseignement,508,6,14.12
7.5160130816E10,3 2 1... PERMIS,Nouvelle-Aquitaine,Enseignement,433,6,13.80
5.3290952629E10,A2E,Bretagne,Enseignement,11,6,12.05
7.6311054831E10,ABCDZ SAS,Occitanie,RH gestion,96,6,12.40
2.6210090721E10,ACADEMIE DE SOPHROLOGIE,Bourgogne-Franche-Comté,Comportementales,150,6,12.62
4.973188597E9,ACE (apprentissage de la conduite européenne),La Réunion,Enseignement,97,6,12.40
5.2490384749E10,ACT,Pays de la Loire,RH gestion,163,6,12.68
1.1922559592E10,ACT-ON STRATEGY,Île-de-France,RH gestion,83,6,12.35
5.3560923356E10,ACT PLUS CONSULTING,Bretagne,RH gestion,755,6,15.15
2.4450287745E10,AD ARBOREM ORLEANS -  SARL,Centre-Val de Loire,"Comportementales, Orientation",1076,6,16.48
8.2380567438E10,ADDEAR 38 (ASS. DEPART. DEVELOP EMPLOI AGRICOLE ET RURAL),Auvergne-Rhône-Alpes,RH gestion,33,6,12.14
5.2440572244E10,ADVENTIA SAS,Pays de la Loire,Comportementales,398,6,13.66
3.280025518E10,AEFTI SAVOIRS ET COMPETENCES,Hauts-de-France,Orientation,1316,6,17.48
1.1921490892E10,AFFAIRE DE STYLES,Île-de-France,Comportementales,14,6,12.06
2.7210405721E10,AFM CONSULTANT,Bourgogne-Franche-Comté,RH gestion,29,6,12.12
1.1780802578E10,AFMS ASS FORMATION MANUTENTION SECURITE,Île-de-France,Enseignement,626,6,14.61
7.5470154747E10,AGENCE CANELLE,Nouvelle-Aquitaine,RH gestion,315,6,13.31
8.2691350669E10,AGIR,Auvergne-Rhône-Alpes,Comportementales,41,6,12.17
8.2691096469E10,AGORA PERFORMANCE,Auvergne-Rhône-Alpes,RH gestion,57,6,12.24
8.4070115707E10,AH MANAGEMENT,Auvergne-Rhône-Alpes,"RH gestion, Comportementales",963,6,16.01
1.1770638677E10,AIDE A L'INSERTION PROFSSIONNELLE,Île-de-France,Orientation,390,6,13.62
1.1788482778E10,AJN CONDUITE,Île-de-France,Enseignement,67,6,12.28
9.3132098513E10,AKASHA,Provence-Alpes-Côte d'Azur,Enseignement,110,6,12.46
1.1755743375E10,AKOTE,Île-de-France,Comportementales,103,6,12.43
1.1922332592E10,ALTER COACH,Île-de-France,RH gestion,43,6,12.18
9.3060822806E10,ALTER EGAUX,Provence-Alpes-Côte d'Azur,Comportementales,814,6,15.39
8.2380325238E10,ALTROS,Auvergne-Rhône-Alpes,RH gestion,28,6,12.12
5.3290953229E10,AMC CONDUITE,Bretagne,Enseignement,36,6,12.15
3.1590879159E10,AMCF PORTAGE,Hauts-de-France,RH gestion,122,6,12.51
5.2720173472E10,AMF,Pays de la Loire,Enseignement,49,6,12.20
1.1930755593E10,AMI AUTO ECOLE,Île-de-France,Enseignement,295,6,13.23
9.3830641483E10,API MANAGEMENT,Provence-Alpes-Côte d'Azur,Comportementales,347,6,13.45
7.6311107531E10,ARBRE DE VIE SASU,Occitanie,"Enseignement, Comportementales",133,6,12.55
3.2620291262E10,ARDRES SECOURISME,Hauts-de-France,Enseignement,164,6,12.68
7.4870051887E10,ARENE  ASS. POUR LA RECHERCHE D'EMPLOIS NOE ENTREPRISES,Nouvelle-Aquitaine,Orientation,115,6,12.48
4.4680294668E10,ARGOS CONSULTING,Grand Est,RH gestion,46,6,12.19
7.6341152034E10,ASCOPI,Occitanie,Enseignement,354,6,13.47
1.1941183694E10,ASGR FORMATION,Île-de-France,Enseignement,98,6,12.41
5.2850052985E10,ASS FORMATION COMPTABILITE ET GESTION,Pays de la Loire,RH gestion,60,6,12.25
7.2330325233E10,Association cantonale de solidarité et d'aide à l'insertion économique,Nouvelle-Aquitaine,Orientation,109,6,12.45
2.4450104145E10,ASSOCIATION DE FORMATION COLLECTIVE A LA GESTION,Centre-Val de Loire,Comportementales,367,6,13.53
9.3830793483E10,ASSOCIATION DE PSYCHANALYSE ANTHROPOLOGIQUE,Provence-Alpes-Côte d'Azur,Comportementales,13,6,12.05
8.2690312369E10,ASSOCIATION DES COLLECTIFS ENFANTS PARENTS PROFESSIONNELS DU RHONE ET DE LA METROPOLE DE LYON,Auvergne-Rhône-Alpes,Comportementales,221,6,12.92
9.3132089613E10,ASSOCIATION EVOCAE,Provence-Alpes-Côte d'Azur,Comportementales,96,6,12.40
1.1750877175E10,ASSOCIATION GEPALM,Île-de-France,Enseignement,375,6,13.56
1.1755901075E10,ASSOCIATION NATIONALE DES MEDIATEURS,Île-de-France,Comportementales,190,6,12.79
9.130033613E10,ASSOCIATION PAUL BOUVIER /FISAF FORMATION MEDITERRANEE,Occitanie,Comportementales,256,6,13.07
7.540013704E10,ASSOCIATION PROFESSION SPORT 40,Nouvelle-Aquitaine,RH gestion,27,6,12.11
3.1590740859E10,ASSOCIATION REGIONALE DE L'INDUSTRIE AUTOMOBILE HAUTS-DE-FRANCE,Hauts-de-France,Comportementales,74,6,12.31
7.5240186924E10,ASSOCIATION SECONDE CHANCE 24,Nouvelle-Aquitaine,Orientation,84,6,12.35
3.1590747859E10,ASSOCIATION SIGNES DE SENS - CSTO,Hauts-de-France,Enseignement,843,6,15.51
3.2591065059E10,ASSOCIATION Z - Code pour l'emploi,Hauts-de-France,"Comportementales, Orientation",30,6,12.12
1.1931000193E10,ASSOC PREV PAR ARTS DE RUE TREMBLAY,Île-de-France,Comportementales,29,6,12.12
7.3650011565E10,ATRIUM ASSOCIATION,Occitanie,Orientation,256,6,13.07
8.4691582769E10,AUTO ECOLE 2L,Auvergne-Rhône-Alpes,Enseignement,108,6,12.45
7.5640501464E10,AUTO ECOLE ANNETTE MICHEL,Nouvelle-Aquitaine,Enseignement,805,6,15.35
3.260034886E10,AUTO ECOLE BENKO,Hauts-de-France,Enseignement,117,6,12.49
4.4670629467E10,AUTO ECOLE BEST CONDUITE,Grand Est,Enseignement,388,6,13.62
8.4420307642E10,AUTO ECOLE BOUSSAND,Auvergne-Rhône-Alpes,Enseignement,105,6,12.44
7.6650093465E10,AUTO ECOLE CONTACT EURL,Occitanie,Enseignement,80,6,12.33
2.6710232971E10,AUTO ECOLE  DEFI-PERMIS,Bourgogne-Franche-Comté,Enseignement,34,6,12.14
1.1940972994E10,auto ecole de la mairie,Île-de-France,Enseignement,128,6,12.53
5.2720178372E10,AUTO-ECOLE DE PONTLIEUE,Pays de la Loire,Enseignement,144,6,12.60
2.7210381521E10,AUTO ECOLE E CONDUITE 21,Bourgogne-Franche-Comté,Enseignement,203,6,12.85
8.4010230401E10,AUTO-ECOLE IKRAM,Auvergne-Rhône-Alpes,Enseignement,185,6,12.77
2.4450387545E10,AUTO ECOLE JLS,Centre-Val de Loire,Enseignement,81,6,12.34
7.5170243917E10,AUTO ECOLE LA SABLIERE,Nouvelle-Aquitaine,Enseignement,56,6,12.23
2.8760647376E10,AUTO ECOLE LE MADRILLET,Normandie,Enseignement,523,6,14.18
4.4680296468E10,AUTO ECOLE LOLL,Grand Est,Enseignement,315,6,13.31
7.5170236917E10,AUTO ECOLE MARIN,Nouvelle-Aquitaine,Enseignement,172,6,12.72
9.3060928806E10,AUTO - ECOLE MASSENA,Provence-Alpes-Côte d'Azur,Enseignement,233,6,12.97
4.4540381954E10,AUTO ECOLE MISCHLER,Grand Est,Enseignement,73,6,12.30
4.4680304068E10,AUTO ECOLE MULLER,Grand Est,Enseignement,24,6,12.10
2.8760649776E10,AUTO ECOLE NOR'OUEST,Normandie,Enseignement,82,6,12.34
7.5640497564E10,AUTO-ECOLE OSSAU,Nouvelle-Aquitaine,Enseignement,31,6,12.13
3.2591012059E10,AUTO ECOLE PORTE DE DOUAI,Hauts-de-France,Enseignement,212,6,12.88
2.8270218127E10,AUTO ECOLE RIONDET,Normandie,Enseignement,117,6,12.49
9.3060830306E10,AUTO ECOLE VALLIS BONA,Provence-Alpes-Côte d'Azur,Enseignement,224,6,12.93
7.5640431564E10,AUTOMOBILE CLUB BASCO-BEARNAIS,Nouvelle-Aquitaine,Enseignement,293,6,13.22
9.130012793E10,AUTOMOBILE CLUB GARD LOZERE ARDECHE   ACGLA,Occitanie,Enseignement,489,6,14.04
1.1756151875E10,AUTO MOTO ECOLE DRIVING SCHOOL,Île-de-France,Enseignement,406,6,13.69
1.1755907075E10,Auto-Moto Ecole Léon Blum,Île-de-France,Enseignement,300,6,13.25
2.850014915E10,AUTOP'ECOLES,Normandie,Enseignement,53,6,12.22
1.1754683575E10,AVANT SCENE CONSEIL,Île-de-France,Comportementales,109,6,12.45
7.3820070382E10,AVENTUM EURL,Occitanie,Comportementales,880,6,15.67
7.630049163E10,AXESS PERMIS,Occitanie,Enseignement,12,6,12.05
1.1941238394E10,AYA CONDUITE,Île-de-France,Enseignement,134,6,12.56
9.3830517283E10,AYSC,Provence-Alpes-Côte d'Azur,Orientation,100,6,12.42
1.1788463778E10,AZUR CONSEILS ET SOLUTIONS,Île-de-France,"RH gestion, Enseignement",683,6,14.85
7.5790136079E10,BABEL.COOP,Nouvelle-Aquitaine,Comportementales,95,6,12.40
8.4260275126E10,BASILIC AND CO DEVELOPPEMENT,Auvergne-Rhône-Alpes,RH gestion,88,6,12.37
2.7890141189E10,BERNER SARL,Bourgogne-Franche-Comté,RH gestion,284,6,13.18
1.1756921475E10,BETTER HUMAN CIE,Île-de-France,Comportementales,113,6,12.47
8.4380678238E10,BIENVEILLANCE,Auvergne-Rhône-Alpes,Enseignement,1245,6,17.19
4.1540235454E10,BILLIOTTE  ET COMMUNICATION,Grand Est,Comportementales,15,6,12.06
3.1620251262E10,BRUAY AUTO-ECOLE EURL,Hauts-de-France,Enseignement,66,6,12.28
9.3840230584E10,Cabinet BLETTERY,Provence-Alpes-Côte d'Azur,Orientation,367,6,13.53
7.3310547631E10,CABINET DE CONSEILS ASSOCIES MIDI-CENTRE,Occitanie,RH gestion,53,6,12.22
4.3250195325E10,CABINET SCFR,Bourgogne-Franche-Comté,Orientation,203,6,12.85
4.4670654567E10,CADUCEE VECTEUR DE PERFORMANCE,Grand Est,RH gestion,261,6,13.09
2.4450404845E10,CAMILLE CONDUITE,Centre-Val de Loire,Enseignement,99,6,12.41
5.2490362749E10,CARCENAC MARION - ST BARTH AUTO ECOLE,Pays de la Loire,Enseignement,170,6,12.71
1.1755804375E10,CARDINET CONDUITE,Île-de-France,Enseignement,271,6,13.13
1.1921890392E10,CARRIERES CONSEIL CONSULTANTS,Île-de-France,Orientation,44,6,12.18
3.1620219362E10,CASEO SAS,Hauts-de-France,RH gestion,177,6,12.74
7.3310278531E10,CATALA FORMATIONS SA,Occitanie,Enseignement,94,6,12.39
