denomination;effectif;nb_stagiaires;livrables;code_region
;7;359.0;15.495833333333334;53
;7;1386.0;19.775;76
;7;1173.0;18.8875;11
;7;604.0;16.516666666666666;44
;7;363.0;15.5125;11
;7;423.0;15.7625;11
;7;326.0;15.358333333333334;44
;7;353.0;15.470833333333333;11
;7;506.0;16.108333333333334;11
;7;1072.0;18.46666666666667;11
;7;267.0;15.1125;11
;7;316.0;15.316666666666666;11
;7;1613.0;20.72083333333333;28
;7;445.0;15.854166666666666;4
;7;339.0;15.4125;11
;7;472.0;15.966666666666667;75
;7;1086.0;18.525;11
;7;403.0;15.679166666666667;11
;7;539.0;16.245833333333334;32
;7;475.0;15.979166666666666;11
;7;270.0;15.125;93
;7;564.0;16.35;75
;7;1385.0;19.770833333333336;11
;7;1174.0;18.891666666666666;76
;7;1312.0;19.46666666666667;11
;7;632.0;16.633333333333333;11
;7;249.0;15.0375;24
;7;708.0;16.95;11
;7;319.0;15.329166666666666;84
;7;687.0;16.8625;11
;7;317.0;15.320833333333333;75
;7;1020.0;18.25;32
;7;701.0;16.920833333333334;93
;7;595.0;16.479166666666668;44
;7;875.0;17.645833333333332;93
;7;379.0;15.579166666666666;44
;7;726.0;17.025;44
;7;303.0;15.2625;93
;7;708.0;16.95;27
;7;312.0;15.3;52
;7;312.0;15.3;32
;7;499.0;16.079166666666666;44
;7;1123.0;18.679166666666667;84
;7;283.0;15.179166666666667;76
;7;323.0;15.345833333333333;53
;7;562.0;16.34166666666667;28
;7;1001.0;18.170833333333334;11
;7;324.0;15.35;11
;7;260.0;15.083333333333334;28
;7;804.0;17.35;93
;7;605.0;16.520833333333332;84
;7;501.0;16.0875;11
;7;276.0;15.15;11
;7;635.0;16.645833333333332;84
;7;5067.0;35.1125;75
;7;743.0;17.09583333333333;84
;7;1411.0;19.879166666666666;32
;7;624.0;16.6;11
;7;409.0;15.704166666666667;53
;7;380.0;15.583333333333334;44
;7;2794.0;25.641666666666666;44
;7;717.0;16.9875;11
;7;453.0;15.8875;11
;7;532.0;16.21666666666667;84
;7;315.0;15.3125;84
;7;365.0;15.520833333333334;11
;7;317.0;15.320833333333333;84
;7;2937.0;26.2375;11
;7;3293.0;27.720833333333335;11
;7;591.0;16.4625;11
;7;335.0;15.395833333333334;32
;7;406.0;15.691666666666666;53
;7;335.0;15.395833333333334;93
;7;1950.0;22.125;76
;7;379.0;15.579166666666666;52
;7;1299.0;19.4125;28
;7;569.0;16.370833333333334;76
;7;502.0;16.09166666666667;75
;7;1524.0;20.35;11
;7;480.0;16.0;11
;7;787.0;17.279166666666665;11
;7;1288.0;19.366666666666667;76
;7;265.0;15.104166666666666;93
;7;251.0;15.045833333333334;93
;7;323.0;15.345833333333333;44
;7;317.0;15.320833333333333;44
;7;379.0;15.579166666666666;76
;7;506.0;16.108333333333334;11
;7;283.0;15.179166666666667;11
;7;1471.0;20.129166666666666;84
;7;434.0;15.808333333333334;76
;7;562.0;16.34166666666667;11
;7;277.0;15.154166666666667;84
;7;395.0;15.645833333333334;44
;7;275.0;15.145833333333334;75
;7;267.0;15.1125;93
;7;1343.0;19.59583333333333;93
;7;528.0;16.2;11
;7;645.0;16.6875;11
;7;449.0;15.870833333333334;84
;7;296.0;15.233333333333334;11
;7;2072.0;22.633333333333333;44
;7;324.0;15.35;11
;7;3186.0;27.275;24
;7;1132.0;18.71666666666667;44
;7;346.0;15.441666666666666;76
;7;313.0;15.304166666666667;76
;7;280.0;15.166666666666666;44
;7;577.0;16.40416666666667;44
;7;343.0;15.429166666666667;32
;7;830.0;17.458333333333332;84
;7;1705.0;21.104166666666668;93
;7;911.0;17.795833333333334;52
;7;538.0;16.241666666666667;11
;7;382.0;15.591666666666667;76
;7;271.0;15.129166666666666;75
;7;356.0;15.483333333333334;11
;7;278.0;15.158333333333333;75
;7;2744.0;25.433333333333334;11
;7;247.0;15.029166666666667;11
;7;389.0;15.620833333333334;11
;7;288.0;15.2;76
;7;481.0;16.004166666666666;76
;7;507.0;16.1125;75
;7;511.0;16.129166666666666;11
;7;281.0;15.170833333333334;44
;7;244.0;15.016666666666666;52
;7;659.0;16.745833333333334;76
;7;290.0;15.208333333333334;53
;7;305.0;15.270833333333334;11
;7;421.0;15.754166666666666;44
;7;675.0;16.8125;52
;7;422.0;15.758333333333333;11
;7;787.0;17.279166666666665;11
;7;731.0;17.045833333333334;84
;7;340.0;15.416666666666666;27
;7;269.0;15.120833333333334;3
;7;396.0;15.65;11
;7;243.0;15.0125;84
;7;270.0;15.125;11
;7;604.0;16.516666666666666;53
;7;1695.0;21.0625;11
;7;337.0;15.404166666666667;93
;7;351.0;15.4625;28
;7;2553.0;24.6375;28
;7;384.0;15.6;28
;7;312.0;15.3;11
;7;414.0;15.725;11
;7;840.0;17.5;11
;7;540.0;16.25;75
;7;327.0;15.3625;75
;7;669.0;16.7875;76
;7;310.0;15.291666666666666;44
;7;240.0;15.0;93
;7;2200.0;23.166666666666668;93
;7;341.0;15.420833333333334;53
;7;274.0;15.141666666666666;93
;7;359.0;15.495833333333334;11
;7;389.0;15.620833333333334;11
;7;264.0;15.1;1
;7;701.0;16.920833333333334;11
;7;450.0;15.875;11
;7;303.0;15.2625;11
;7;658.0;16.741666666666667;84
;7;480.0;16.0;11
;7;1107.0;18.6125;32
;7;645.0;16.6875;84
;7;963.0;18.0125;11
;7;522.0;16.175;11
;7;462.0;15.925;11
;7;2430.0;24.125;53
;7;1511.0;20.295833333333334;76
;7;332.0;15.383333333333333;11
;7;404.0;15.683333333333334;84
;7;462.0;15.925;84
;7;1681.0;21.004166666666666;53
;7;817.0;17.404166666666665;84
;7;426.0;15.775;76
;7;6820.0;42.41666666666667;84
;7;297.0;15.2375;53
;7;772.0;17.216666666666665;93
;7;460.0;15.916666666666666;76
;7;425.0;15.770833333333334;93
;7;504.0;16.1;76
;7;963.0;18.0125;75
;7;522.0;16.175;27
;7;8401.0;49.00416666666667;76
;7;885.0;17.6875;76
;7;322.0;15.341666666666667;24
;7;305.0;15.270833333333334;32
;7;340.0;15.416666666666666;93
;7;254.0;15.058333333333334;32
;7;244.0;15.016666666666666;52
;7;272.0;15.133333333333333;94
;7;1262.0;19.258333333333333;75
;7;707.0;16.945833333333333;75
;7;358.0;15.491666666666667;84
;7;457.0;15.904166666666667;76
;7;709.0;16.954166666666666;75
;7;1176.0;18.9;27
;7;631.0;16.629166666666666;84
;7;267.0;15.1125;93
;7;370.0;15.541666666666666;11
;7;309.0;15.2875;24
;7;346.0;15.441666666666666;11
;7;1832.0;21.633333333333333;32
;7;363.0;15.5125;11
;7;317.0;15.320833333333333;84
;7;510.0;16.125;11
;7;506.0;16.108333333333334;75
;7;652.0;16.71666666666667;1
;7;438.0;15.825;11
;7;886.0;17.691666666666666;52
;7;252.0;15.05;24
;7;519.0;16.1625;76
;7;857.0;17.570833333333333;52
;7;542.0;16.258333333333333;11
;7;2200.0;23.166666666666668;52
;7;377.0;15.570833333333333;11
;7;892.0;17.716666666666665;53
;7;306.0;15.275;93
;7;400.0;15.666666666666666;44
;7;580.0;16.416666666666668;11
;7;626.0;16.608333333333334;32
;7;583.0;16.429166666666667;84
;7;738.0;17.075;32
;7;416.0;15.733333333333333;24
;7;490.0;16.041666666666668;76
;7;930.0;17.875;44
;7;250.0;15.041666666666666;32
;7;559.0;16.329166666666666;28
;7;416.0;15.733333333333333;28
;7;989.0;18.120833333333334;84
;7;811.0;17.379166666666666;11
;7;810.0;17.375;28
;7;249.0;15.0375;11
;7;352.0;15.466666666666667;27
;7;344.0;15.433333333333334;84
;7;245.0;15.020833333333334;28
;7;820.0;17.416666666666668;32
;7;331.0;15.379166666666666;76
;7;747.0;17.1125;11
;7;322.0;15.341666666666667;11
;7;453.0;15.8875;44
;7;302.0;15.258333333333333;11
;7;560.0;16.333333333333332;84
;7;617.0;16.570833333333333;76
;7;697.0;16.90416666666667;84
;7;625.0;16.604166666666668;11
;7;822.0;17.425;11
;7;554.0;16.308333333333334;11
;7;669.0;16.7875;32
;8;1287.0;21.3625;11
;8;98.0;16.408333333333335;75
;8;108.0;16.45;75
;8;486.0;18.025;24
;8;46.0;16.191666666666666;84
;8;306.0;17.275;75
;8;167.0;16.695833333333333;93
;8;836.0;19.483333333333334;84
;8;487.0;18.02916666666667;93
;8;61.0;16.254166666666666;11
;8;78.0;16.325;11
;8;94.0;16.391666666666666;11
;8;358.0;17.491666666666667;11
;8;43.0;16.179166666666667;84
;8;169.0;16.704166666666666;32
;8;524.0;18.183333333333334;11
;8;31.0;16.129166666666666;84
;8;70.0;16.291666666666668;84
;8;52.0;16.216666666666665;84
;8;44.0;16.183333333333334;52
;8;536.0;18.233333333333334;84
;8;129.0;16.5375;94
;8;469.0;17.954166666666666;52
;8;77.0;16.320833333333333;75
;8;237.0;16.9875;28
;8;508.0;18.116666666666667;27
;8;655.0;18.729166666666668;84
;8;262.0;17.091666666666665;93
;8;175.0;16.729166666666668;52
;8;2253.0;25.3875;11
;8;39.0;16.1625;32
;8;390.0;17.625;11
;8;2514.0;26.475;11
;8;146.0;16.608333333333334;75
;8;87.0;16.3625;11
;8;567.0;18.3625;76
;8;151.0;16.629166666666666;11
;8;3248.0;29.533333333333335;11
;8;318.0;17.325;93
;8;262.0;17.091666666666665;11
;8;96.0;16.4;4
;8;126.0;16.525;11
;8;409.0;17.704166666666666;32
;8;65.0;16.270833333333332;11
;8;35.0;16.145833333333332;11
;8;229.0;16.954166666666666;11
;8;215.0;16.895833333333332;84
;8;72.0;16.3;53
;8;733.0;19.054166666666667;11
;8;129.0;16.5375;76
;8;613.0;18.554166666666667;32
;8;144.0;16.6;28
;8;589.0;18.454166666666666;76
;8;160.0;16.666666666666668;76
;8;33.0;16.1375;11
;8;16.0;16.066666666666666;75
;8;207.0;16.8625;84
;8;149.0;16.620833333333334;1
;8;23.0;16.095833333333335;52
;8;148.0;16.616666666666667;44
;8;349.0;17.454166666666666;52
;8;235.0;16.979166666666668;32
;8;139.0;16.579166666666666;11
;8;250.0;17.041666666666668;52
;8;253.0;17.054166666666667;11
;8;327.0;17.3625;75
;8;759.0;19.1625;93
;8;141.0;16.5875;84
;8;56.0;16.233333333333334;93
;8;575.0;18.395833333333332;32
;8;268.0;17.116666666666667;53
;8;229.0;16.954166666666666;52
;8;48.0;16.2;28
;8;200.0;16.833333333333332;44
;8;168.0;16.7;28
;8;149.0;16.620833333333334;75
;8;243.0;17.0125;44
;8;357.0;17.4875;11
;8;704.0;18.933333333333334;84
;8;211.0;16.879166666666666;1
;8;303.0;17.2625;27
;8;1687.0;23.02916666666667;84
;8;108.0;16.45;53
;8;24.0;16.1;76
;8;68.0;16.283333333333335;93
;8;422.0;17.758333333333333;53
;8;16.0;16.066666666666666;11
;8;5862.0;40.425;11
;8;627.0;18.6125;24
;8;12.0;16.05;94
;8;1053.0;20.3875;27
;8;15.0;16.0625;84
;8;1287.0;21.3625;76
;8;171.0;16.7125;24
;8;384.0;17.6;53
;8;95.0;16.395833333333332;11
;8;1238.0;21.15833333333333;75
;8;468.0;17.95;75
;8;80.0;16.333333333333332;11
;8;492.0;18.05;28
;8;2.0;16.008333333333333;84
;8;99.0;16.4125;93
;8;347.0;17.445833333333333;76
;8;40.0;16.166666666666668;53
;8;92.0;16.383333333333333;53
;8;14.0;16.058333333333334;11
;8;88.0;16.366666666666667;11
;8;144.0;16.6;11
;8;99.0;16.4125;4
;8;60.0;16.25;84
;8;37.0;16.154166666666665;11
;8;66.0;16.275;84
;8;457.0;17.90416666666667;11
;8;126.0;16.525;75
;8;51.0;16.2125;75
;8;255.0;17.0625;52
;8;95.0;16.395833333333332;84
;8;123.0;16.5125;93
;8;852.0;19.55;84
;8;83.0;16.345833333333335;11
;8;106.0;16.441666666666666;76
;8;105.0;16.4375;11
;8;612.0;18.55;11
;8;991.0;20.129166666666666;11
;8;270.0;17.125;11
;8;429.0;17.7875;32
;8;82.0;16.341666666666665;75
;8;61.0;16.254166666666666;44
;8;773.0;19.220833333333335;11
;8;416.0;17.733333333333334;76
;8;92.0;16.383333333333333;84
;8;116.0;16.483333333333334;11
;8;998.0;20.15833333333333;11
;8;245.0;17.020833333333332;11
;8;66.0;16.275;44
;8;297.0;17.2375;11
;8;15.0;16.0625;53
;8;182.0;16.758333333333333;27
;8;104.0;16.433333333333334;76
;8;365.0;17.520833333333332;76
;8;210.0;16.875;93
;8;9.0;16.0375;75
;8;361.0;17.504166666666666;11
;8;24.0;16.1;75
;8;2128.0;24.866666666666667;28
;8;612.0;18.55;93
;8;67.0;16.279166666666665;11
;8;61.0;16.254166666666666;11
;8;290.0;17.208333333333332;76
;8;95.0;16.395833333333332;76
;8;65.0;16.270833333333332;11
;8;66.0;16.275;11
;8;120.0;16.5;52
;8;167.0;16.695833333333333;32
;8;445.0;17.854166666666668;27
;8;109.0;16.454166666666666;11
;8;73.0;16.304166666666667;28
;8;213.0;16.8875;11
;8;410.0;17.708333333333332;76
;8;430.0;17.791666666666668;75
;8;108.0;16.45;53
;8;66.0;16.275;84
;8;40.0;16.166666666666668;44
;8;46.0;16.191666666666666;75
;8;521.0;18.170833333333334;11
;8;120.0;16.5;11
;8;68.0;16.283333333333335;75
;8;299.0;17.245833333333334;11
;8;434.0;17.808333333333334;93
;8;171.0;16.7125;84
;8;101.0;16.420833333333334;4
;8;16.0;16.066666666666666;75
;8;28.0;16.116666666666667;75
;8;156.0;16.65;11
;8;143.0;16.595833333333335;11
;8;728.0;19.03333333333333;11
;8;426.0;17.775;84
;8;67.0;16.279166666666665;84
;8;532.0;18.21666666666667;11
;8;101.0;16.420833333333334;27
;8;656.0;18.733333333333334;11
;8;194.0;16.808333333333334;11
;8;378.0;17.575;11
;8;34.0;16.141666666666666;24
;8;110.0;16.458333333333332;11
;8;290.0;17.208333333333332;2
;8;41.0;16.170833333333334;27
;8;78.0;16.325;32
;8;375.0;17.5625;76
;8;711.0;18.9625;11
;8;134.0;16.558333333333334;24
;8;302.0;17.258333333333333;27
;8;145.0;16.604166666666668;32
;8;280.0;17.166666666666668;75
;8;145.0;16.604166666666668;84
;8;358.0;17.491666666666667;84
;8;240.0;17.0;3
;8;601.0;18.504166666666666;93
;8;298.0;17.241666666666667;84
;8;441.0;17.8375;32
;8;728.0;19.03333333333333;44
;8;33.0;16.1375;84
;8;358.0;17.491666666666667;84
;8;362.0;17.508333333333333;84
;8;385.0;17.604166666666668;44
;8;65.0;16.270833333333332;32
;8;60.0;16.25;52
;8;47.0;16.195833333333333;75
;8;43.0;16.179166666666667;11
;8;820.0;19.416666666666668;44
;8;226.0;16.941666666666666;11
;8;81.0;16.3375;11
;8;61.0;16.254166666666666;4
;8;370.0;17.541666666666668;93
;8;2195.0;25.145833333333332;44
;8;893.0;19.720833333333335;11
;8;179.0;16.745833333333334;84
;8;1155.0;20.8125;28
;8;1122.0;20.675;44
;8;131.0;16.545833333333334;76
;8;46.0;16.191666666666666;76
;8;1170.0;20.875;75
;8;1027.0;20.27916666666667;93
;8;136.0;16.566666666666666;24
;8;182.0;16.758333333333333;93
;8;565.0;18.354166666666668;11
;8;147.0;16.6125;11
;8;169.0;16.704166666666666;11
;8;11.0;16.045833333333334;44
;8;94.0;16.391666666666666;27
;8;88.0;16.366666666666667;11
;8;744.0;19.1;84
;8;30.0;16.125;44
;8;66.0;16.275;76
;8;98.0;16.408333333333335;53
;8;1133.0;20.72083333333333;76
;8;580.0;18.416666666666668;75
;8;85.0;16.354166666666668;11
;8;52.0;16.216666666666665;11
;8;822.0;19.425;52
;8;310.0;17.291666666666668;11
;8;137.0;16.570833333333333;11
;8;203.0;16.845833333333335;6
;8;249.0;17.0375;3
;8;186.0;16.775;75
;8;200.0;16.833333333333332;53
;8;79.0;16.329166666666666;84
;8;200.0;16.833333333333332;52
;8;165.0;16.6875;11
;8;78.0;16.325;44
;8;147.0;16.6125;11
;8;399.0;17.6625;11
;8;86.0;16.358333333333334;11
;8;233.0;16.970833333333335;84
;8;193.0;16.804166666666667;11
;8;880.0;19.666666666666668;93
;8;295.0;17.229166666666668;4
;8;164.0;16.683333333333334;28
;8;334.0;17.391666666666666;76
;8;270.0;17.125;75
;8;2000.0;24.333333333333332;84
;8;439.0;17.829166666666666;52
;8;403.0;17.679166666666667;32
;8;482.0;18.008333333333333;75
;8;45.0;16.1875;94
