numeroDeclarationActivite,denomination,region,effectifFormateurs,stagiaires,production_estimee,macro_theme,multi_cert
1.1752788875E10,TALENTS ASSOCIES,Île-de-France,6,27,12.11,Autre,Oui
3.1590680359E10,TALHENCY RH EURL,Hauts-de-France,6,80,12.33,Soft Skills,Oui
8.2691057569E10,TAMENTO,Auvergne-Rhône-Alpes,6,69,12.29,Autre,Non
9.3061099206E10,TARA,Provence-Alpes-Côte d'Azur,6,127,12.53,Commerce/Gestion,Non
8.2690413269E10,TC ORGANISATION,Auvergne-Rhône-Alpes,6,926,15.86,Commerce/Gestion,Non
9.3131910513E10,TEAM4YOU,Provence-Alpes-Côte d'Azur,6,72,12.30,Autre,Oui
7.5331375233E10,TEAM CONCEPT,Nouvelle-Aquitaine,6,120,12.50,Autre,Non
4.4680275668E10,TEAM HSE,Grand Est,6,959,16.00,Sécurité,Non
1.1755777575E10,TEAM INTELLIGENCE,Île-de-France,6,168,12.70,Soft Skills,Non
5.2530024353E10,TECHNE CONSEIL,Pays de la Loire,6,140,12.58,Santé,Non
1.1370720193E10,TECHNEMA,Île-de-France,6,118,12.49,Tech/Digital,Non
2.4370292437E10,TECHNICAD   SARL,Centre-Val de Loire,6,116,12.48,Tech/Digital,Non
7.3310081931E10,TECHNIC SOFT  SAS,Occitanie,6,597,14.49,Tech/Digital,Non
3.2620294362E10,TECHNI SERVICES INDUSTRIE,Hauts-de-France,6,83,12.35,Autre,Non
8.4691630169E10,TEFFAHA RIAD - AUTO-ECOLE LE MONDE,Auvergne-Rhône-Alpes,6,139,12.58,Soft Skills,Non
1.1755856375E10,TELECOM EXOS,Île-de-France,6,1032,16.30,Services,Non
7.2750861433E10,TELEPERFORMANCE FRANCE,Nouvelle-Aquitaine,6,1318,17.49,Commerce/Gestion,Non
5.3350864735E10,TELSI,Bretagne,6,595,14.48,Soft Skills,Non
5.3560912356E10,TERHAO,Bretagne,6,92,12.38,Autre,Non
8.2380508038E10,TERRE CLIMAT & ENVIRONNEMENT,Auvergne-Rhône-Alpes,6,200,12.83,Autre,Non
4.2670435567E10,TERRE D'APPELS FORMATION,Grand Est,6,31,12.13,Autre,Non
9.3840396584E10,TERRES DE PROVENCE,Provence-Alpes-Côte d'Azur,6,34,12.14,Industrie,Non
8.4691731369E10,TFP Formation,Auvergne-Rhône-Alpes,6,256,13.07,Autre,Non
1.1756305375E10,THE ARTIST ACADEMY,Île-de-France,6,548,14.28,Autre,Non
7.540015524E10,THOUVENIN Sabrina,Nouvelle-Aquitaine,6,52,12.22,Soft Skills,Non
3.2020145302E10,TILAS,Hauts-de-France,6,213,12.89,Langues,Non
9.3060662306E10,TIMETO,Provence-Alpes-Côte d'Azur,6,237,12.99,Soft Skills,Oui
5.2530070653E10,TJ FORMATION,Pays de la Loire,6,1348,17.62,Autre,Non
8.3630452363E10,TMG CONCEPT SAS,Auvergne-Rhône-Alpes,6,557,14.32,Santé,Non
7.6311220531E10,TM SAFETY,Occitanie,6,153,12.64,Services,Non
5.3351196135E10,TOILEDESCENE,Bretagne,6,388,13.62,Soft Skills,Non
1.1756945975E10,TOPOS,Île-de-France,6,108,12.45,Tech/Digital,Non
8.2740292374E10,TORRES LAURENT,Auvergne-Rhône-Alpes,6,175,12.73,Soft Skills,Non
9.3840490984E10,"TOUT BOUGE, MOUVEMENT ET CREATION",Provence-Alpes-Côte d'Azur,6,171,12.71,Autre,Non
9.3132204313E10,TRAINING,Provence-Alpes-Côte d'Azur,6,56,12.23,Soft Skills,Non
1.1756108575E10,TRAINING JOURNEY ACADEMY,Île-de-France,6,52,12.22,Soft Skills,Non
1.1754757575E10,TRAJECTOIRE R.H.,Île-de-France,6,570,14.38,Commerce/Gestion,Non
1.1754552475E10,TRANSFORMANCE PRO,Île-de-France,6,119,12.50,Soft Skills,Non
1.1788261278E10,TRANSTECHNOLOGY,Île-de-France,6,100,12.42,Tech/Digital,Non
5.3560948056E10,TRANSVERSAL RECORDS,Bretagne,6,61,12.25,Commerce/Gestion,Non
3.1590829759E10,TRIANGLE FORMATIONS,Hauts-de-France,6,2765,23.52,Autre,Non
1.1950777195E10,TS FORMATION,Île-de-France,6,47,12.20,Commerce/Gestion,Oui
7.6120101512E10,TURBO 12,Occitanie,6,146,12.61,Services,Non
2.4370477137E10,TURONE FORMATION,Centre-Val de Loire,6,7,12.03,Commerce/Gestion,Oui
3.260038656E10,TYMEA FORMATION,Hauts-de-France,6,57,12.24,Commerce/Gestion,Non
1.1753938775E10,U G E C A M ILE DE FRANCE,Île-de-France,6,3,12.01,Santé,Non
4.1540311154E10,ULTREIA ET ASSOCIES,Grand Est,6,544,14.27,Soft Skills,Non
1.1757167575E10,UNAGRI - UNION NATIONALE DES AUDITEURS DES ORGANISMES AGRICOLES,Île-de-France,6,37,12.15,Autre,Non
1.1756094275E10,UNAM SERVICES,Île-de-France,6,99,12.41,Juridique,Non
2.260026106E10,UNION DEPARTEMENTAL DES PREMIERS SECOURS,Hauts-de-France,6,360,13.50,Sécurité,Non
2.6580052158E10,UNION DEPARTEMENTALE DES PREMIERS SECOURS DE LA NIEVRE,Bourgogne-Franche-Comté,6,345,13.44,Sécurité,Non
5.3290942329E10,UNION DEPARTEMENTALE DES PREMIERS SECOURS DU FINISTERE,Bretagne,6,384,13.60,Sécurité,Non
8.2380263338E10,UNION DEP DES PREMIERS SECOURS EMEL GERARD,Auvergne-Rhône-Alpes,6,626,14.61,Santé,Non
7.6341111434E10,UNION DES RESPONSABLES DE BLANCHISSERIES HOSPITALIERES      U.R.B.H.,Occitanie,6,327,13.36,Autre,Non
2.4360081336E10,UNION REGIONALE DES CENTRES PERMANENTS D'INITIATIVES POUR L'ENVIRONNEMENT DU CENTRE,Centre-Val de Loire,6,33,12.14,Autre,Non
4.4670682867E10,UNION REG STRUCT INSERTION ECONOMIQUE,Grand Est,6,73,12.30,Santé,Non
8.4630574463E10,UNITY FORM,Auvergne-Rhône-Alpes,6,155,12.65,Santé,Non
9.3060893006E10,UNIYOGA,Provence-Alpes-Côte d'Azur,6,26,12.11,Services,Non
1.1788553078E10,UNLOCK FORMATION,Île-de-France,6,28,12.12,Tech/Digital,Oui
9.3130789313E10,URAPEDA SUD,Provence-Alpes-Côte d'Azur,6,150,12.62,Langues,Non
2.1080047908E10,VALEMPLOI ARDENNES,Grand Est,6,124,12.52,Industrie,Non
1.1788667378E10,VANTIVE S.A.S.,Île-de-France,6,91,12.38,Santé,Non
1.1922505892E10,VASSANO,Île-de-France,6,68,12.28,Soft Skills,Non
8.2260139126E10,VERGERS DE MAUBEC (LES),Auvergne-Rhône-Alpes,6,246,13.03,Industrie,Non
1.1753291475E10,VERTEX PROFESSIONAL SERVICES,Île-de-France,6,1031,16.30,Autre,Non
1.1755903775E10,VERTICILLE CONSEIL,Île-de-France,6,205,12.85,Soft Skills,Non
1.1755776475E10,VIDEO TELLING,Île-de-France,6,20,12.08,Autre,Non
1.1755645275E10,VINCENT DROMER EURL,Île-de-France,6,235,12.98,Soft Skills,Non
8.2691031369E10,VISKALI ACC,Auvergne-Rhône-Alpes,6,776,15.23,Santé,Non
4.973270697E9,VITAL FORMATION CONSEIL,La Réunion,6,31,12.13,Santé,Non
5.2440233344E10,VOLUBIS,Pays de la Loire,6,116,12.48,Tech/Digital,Non
1.1930471093E10,WAGO CONTACT SAS,Île-de-France,6,210,12.88,Industrie,Non
9.3840391584E10,WAY INSIDE,Provence-Alpes-Côte d'Azur,6,561,14.34,Soft Skills,Non
1.1755659775E10,WAYSUP,Île-de-France,6,59,12.25,Commerce/Gestion,Non
1.1922340392E10,WBD,Île-de-France,6,130,12.54,Soft Skills,Non
1.1756813475E10,WEARESCHOOL,Île-de-France,6,11,12.05,Autre,Non
8.4030390203E10,WEBILL SANTE,Auvergne-Rhône-Alpes,6,121,12.50,Services,Non
7.3310731831E10,WEBWAY CONSEIL,Occitanie,6,108,12.45,Autre,Non
7.6341134134E10,WEBYLO FORMATIONS,Occitanie,6,12,12.05,Soft Skills,Non
8.2740242974E10,WECF FRANCE (WOMEN ENGAGE FOR A COMMON FUTURE),Auvergne-Rhône-Alpes,6,388,13.62,Santé,Non
1.1770737877E10,WENO IES,Île-de-France,6,192,12.80,Commerce/Gestion,Oui
1.1921691792E10,WESTCON  GROUP 102 EUROPEAN OPERATION LIMITED (WEH),Île-de-France,6,407,13.70,Tech/Digital,Non
3.1590853659E10,WHYSOFT GROUP SARL - WSG,Hauts-de-France,6,297,13.24,Tech/Digital,Non
1.1941003494E10,WIN COMPETENCE FORMATION,Île-de-France,6,21,12.09,Soft Skills,Oui
5.2440842344E10,WINNER,Pays de la Loire,6,924,15.85,Commerce/Gestion,Non
1.1754483775E10,WKT CONSEIL,Île-de-France,6,248,13.03,Santé,Non
7.540017664E10,WORK IN SPIRIT,Nouvelle-Aquitaine,6,81,12.34,Autre,Oui
1.1931109293E10,WORLDOFBIZ,Île-de-France,6,360,13.50,Soft Skills,Non
1.1752466175E10,WORLDSKILLS FRANCE,Île-de-France,6,94,12.39,Autre,Non
1.1788477578E10,WOV 78,Île-de-France,6,53,12.22,Langues,Oui
1.1922415392E10,WS CONSEILS,Île-de-France,6,161,12.67,Commerce/Gestion,Oui
1.1922676692E10,WYNSYS FRANCE,Île-de-France,6,42,12.18,Tech/Digital,Non
8.4730262073E10,X-AERO TRAINING ACADEMY,Auvergne-Rhône-Alpes,6,133,12.55,Services,Non
1.1788467278E10,XD innovation Europe,Île-de-France,6,38,12.16,Industrie,Non
8.4630478963E10,X- RAY DENTAL FORMATION,Auvergne-Rhône-Alpes,6,115,12.48,Santé,Non
7.6341195734E10,YCP GESTION ET CONSEIL,Occitanie,6,153,12.64,Tech/Digital,Non
1.973228997E9,YOKHEVED CONSEIL,Guadeloupe,6,24,12.10,Services,Oui
3.260040206E10,YSY,Hauts-de-France,6,205,12.85,Soft Skills,Non
1.1922010192E10,ZEPRESENTERS,Île-de-France,6,568,14.37,Soft Skills,Non
2.6210339721E10,18.1 ALLEE DU COCHE,Bourgogne-Franche-Comté,7,267,15.11,Soft Skills,Non
7.5331310733E10,1VIE2YOGIS,Nouvelle-Aquitaine,7,59,14.25,Soft Skills,Non
9.3060632706E10,20-20 TECHNOLOGIES,Provence-Alpes-Côte d'Azur,7,554,16.31,Tech/Digital,Non
4.1540192554E10,2DCOM,Grand Est,7,259,15.08,Tech/Digital,Non
3.973151697E9,2JM FORMATION,Guyane,7,76,14.32,Services,Non
1.1930782893E10,3SA CONSEIL,Île-de-France,7,550,16.29,Commerce/Gestion,Non
5.3350953635E10,40MCUBE,Bretagne,7,97,14.40,Autre,Non
1.1910996791E10,7EME ETAGE,Île-de-France,7,315,15.31,Autre,Non
8.2420273842E10,A2CF SERVICES,Auvergne-Rhône-Alpes,7,77,14.32,Services,Non
1.1950570795E10,AAA CARRIERE,Île-de-France,7,24,14.10,Soft Skills,Oui
8.4691903669E10,ABCR - APPPLICATION BREVET CUISINE ET RESTAURANT,Auvergne-Rhône-Alpes,7,94,14.39,Autre,Non
2.8270223627E10,ABONDANCE FORMATION,Normandie,7,175,14.73,Autre,Oui
5.2440887944E10,ABS CONDUITE,Pays de la Loire,7,36,14.15,Soft Skills,Non
4.4880160788E10,ACADAVIE FORMATION,Grand Est,7,281,15.17,Sécurité,Non
3.2591222559E10,ACADELEC,Hauts-de-France,7,91,14.38,Autre,Non
1.1750545775E10,ACADEMIE DE LA LANGUE DES SIGNES FRANCAISE,Île-de-France,7,1074,18.48,Langues,Non
5.3351054735E10,ACADEMIE DE LA PERFORMANCE ET DE L'EFFICACITE ENERGETIQUE,Bretagne,7,158,14.66,Industrie,Non
9.8970437397E10,ACADEMIE POUR L'EGALITE DES CHANCES,La Réunion,7,69,14.29,Soft Skills,Non
2.2020048502E10,ACCES FORMATION,Hauts-de-France,7,817,17.40,Soft Skills,Non
7.3650069565E10,ACCES SAS,Occitanie,7,312,15.30,Industrie,Non
1.1770471477E10,ACCES'TUDES S.A.R.L.,Île-de-France,7,1113,18.64,Services,Non
2.110006681E10,ACCOMPAGNEMENT CONSEIL ET STRATEGIE,Grand Est,7,2327,23.70,Soft Skills,Oui
1.1788481378E10,ACCRETIO CAPITAL SOLUTIONS,Île-de-France,7,180,14.75,Soft Skills,Non
2.7710308871E10,ACG FORMATIONS,Bourgogne-Franche-Comté,7,67,14.28,Commerce/Gestion,Oui
4.4680279868E10,ACI FORMATION,Grand Est,7,207,14.86,Tech/Digital,Non
8.4692283369E10,ACI PERFORMANCE,Auvergne-Rhône-Alpes,7,200,14.83,Autre,Oui
7.6320071832E10,ACM-FSI-Formations SASU,Occitanie,7,164,14.68,Autre,Non
8.2380271238E10,ACTE INTERNATIONAL,Auvergne-Rhône-Alpes,7,718,16.99,Commerce/Gestion,Non
1.1753824075E10,ACTEO CONSULTING,Île-de-France,7,1205,19.02,Soft Skills,Oui
8.4630473063E10,ACTEOZ,Auvergne-Rhône-Alpes,7,231,14.96,Soft Skills,Oui
1.1755110075E10,ACTEURS DE LIEN,Île-de-France,7,1403,19.85,Soft Skills,Non
1.1756528775E10,ACTIOM,Île-de-France,7,15,14.06,Industrie,Non
1.1780697278E10,ACTION SERVICES,Île-de-France,7,390,15.62,Autre,Non
5.2440562244E10,ACTIV TRAVAUX,Pays de la Loire,7,113,14.47,Commerce/Gestion,Non
7.6310819831E10,AD AND CO SARL,Occitanie,7,21,14.09,Commerce/Gestion,Non
4.2670517767E10,ADAXO  INTERNATIONAL,Grand Est,7,358,15.49,Services,Non
1.1940342094E10,ADDL,Île-de-France,7,153,14.64,Autre,Non
5.2720069272E10,A D F O C  72,Pays de la Loire,7,249,15.04,Santé,Non
5.3351041035E10,AD LEGIS,Bretagne,7,119,14.50,Autre,Non
8.4730196573E10,ADOSIS,Auvergne-Rhône-Alpes,7,87,14.36,Soft Skills,Non
5.2440435144E10,A.D.R.E.L. ASSOCIATION DEVELOP DU REVE EVEILLE LIBRE,Pays de la Loire,7,29,14.12,Autre,Non
8.2380527538E10,AD VALORES,Auvergne-Rhône-Alpes,7,301,15.25,Autre,Non
7.5331465933E10,ADVIZZEO,Nouvelle-Aquitaine,7,558,16.32,Commerce/Gestion,Non
8.4691853469E10,AECA,Auvergne-Rhône-Alpes,7,290,15.21,Soft Skills,Non
1.1950714295E10,AE DRIVE,Île-de-France,7,461,15.92,Soft Skills,Non
1.1950633995E10,A.E.R.A.M AUTO ECOLE DE L'ESPLANADE 3,Île-de-France,7,465,15.94,Soft Skills,Non
4.4510227151E10,AERO CLUB DE CHAMPAGNE,Grand Est,7,12,14.05,Autre,Non
5.2490338849E10,AE SAINT LAZARE,Pays de la Loire,7,242,15.01,Autre,Non
2.4370095137E10,AFFIC CENTRE RESSOURCES ILLETTRISME 37,Centre-Val de Loire,7,261,15.09,Soft Skills,Non
1.1930800793E10,AFM,Île-de-France,7,125,14.52,Soft Skills,Non
2.6710090071E10,A.F.P. B.T.P. SAONE ET LOIRE,Bourgogne-Franche-Comté,7,144,14.60,Industrie,Non
1.1930703593E10,AGENCE FORMATION METIERS DE LA SECURITE    AFMS,Île-de-France,7,166,14.69,Sécurité,Non
7.5860174786E10,AGENCE RGPD,Nouvelle-Aquitaine,7,59,14.25,Tech/Digital,Non
9.3830656283E10,AGENCE RIVIERA FORMATION,Provence-Alpes-Côte d'Azur,7,621,16.59,Autre,Non
3.260031866E10,AGESYS,Hauts-de-France,7,50,14.21,Tech/Digital,Non
2.6210260921E10,AGILEOM,Bourgogne-Franche-Comté,7,94,14.39,Soft Skills,Non
7.2330381533E10,AGIR  AGRO ALIMENTAIRE INNOVATION RECHERCHE,Nouvelle-Aquitaine,7,91,14.38,Autre,Non
4.973383397E9,AGIR FORM,La Réunion,7,529,16.20,Santé,Non
1.1754056975E10,AGOPHORE,Île-de-France,7,47,14.20,Soft Skills,Oui
5.3290520929E10,AGRIFORMATION,Bretagne,7,182,14.76,Juridique,Non
5.3560952056E10,AHTMA FORMATION,Bretagne,7,733,17.05,Autre,Non
8.2010154101E10,AIN PROFESSION SPORT,Auvergne-Rhône-Alpes,7,11,14.05,Services,Non
1.1756940775E10,AI SISTERS,Île-de-France,7,224,14.93,Autre,Non
3.260041346E10,AJ-FORMATION,Hauts-de-France,7,150,14.62,Tech/Digital,Oui
8.4740421774E10,A.K.D MI FORMATION ET CONVERSION PROFESSIONNELLE,Auvergne-Rhône-Alpes,7,277,15.15,Commerce/Gestion,Non
4.3250202225E10,A LA LUEUR DES CONTES,Bourgogne-Franche-Comté,7,147,14.61,Autre,Non
1.1756977975E10,ALAN SERVICES,Île-de-France,7,1282,19.34,Soft Skills,Non
7.6810138681E10,ALEXANDRE BERNARD SARL,Occitanie,7,657,16.74,Soft Skills,Non
2.3760094176E10,ALINEA FORMATION,Normandie,7,106,14.44,Commerce/Gestion,Oui
7.6310943331E10,ALLIANCE IRP SAS,Occitanie,7,372,15.55,Juridique,Non
1.1910933991E10,ALLYS BEAUTY,Île-de-France,7,117,14.49,Services,Non
2.8610098461E10,ALTIRO CONSEIL,Normandie,7,236,14.98,Services,Non
1.1922464892E10,AM CONSULTING,Île-de-France,7,104,14.43,Industrie,Non
3.2590998459E10,AMI de Formation,Hauts-de-France,7,226,14.94,Santé,Non
2.7390128739E10,AMORIFE INTERNATIONAL,Bourgogne-Franche-Comté,7,379,15.58,Juridique,Oui
1.1770636277E10,AMPL,Île-de-France,7,290,15.21,Soft Skills,Non
2.3270191627E10,AMW ENGLISH TRAINING,Normandie,7,32,14.13,Langues,Non
7.630058463E10,AN2V SERVICES,Occitanie,7,185,14.77,Sécurité,Non
5.4160061716E10,ANALYSYS SAS,Nouvelle-Aquitaine,7,112,14.47,Industrie,Non
1.1910846791E10,ANFADI,Île-de-France,7,596,16.48,Industrie,Non
9.3830318583E10,ANGLAIS@TOULON,Provence-Alpes-Côte d'Azur,7,608,16.53,Langues,Non
1.1940803494E10,ANGLOFUN SCHOOLS,Île-de-France,7,40,14.17,Langues,Non
8.2380594238E10,ANIM'HEUREUX,Auvergne-Rhône-Alpes,7,69,14.29,Industrie,Non
9.3050081405E10,ANSFL,Provence-Alpes-Côte d'Azur,7,210,14.88,Santé,Non
1.1754023875E10,ANTHENOR PUBLIC AFFAIRS,Île-de-France,7,124,14.52,Juridique,Non
1.1755887875E10,APEP SUP,Île-de-France,7,25,14.10,Tech/Digital,Oui
5.2850148685E10,APERCORA,Pays de la Loire,7,159,14.66,Autre,Non
7.2240105424E10,APES 24 - ASSOCIATION PLACEMENT EXTERIEUR SERVICE 24,Nouvelle-Aquitaine,7,74,14.31,Autre,Non
5.3351148435E10,APEX SOCIETE,Bretagne,7,99,14.41,Santé,Oui
2.3760367876E10,APOLLO CONDUITE,Normandie,7,243,15.01,Soft Skills,Non
7.3310684231E10,APPRENDRE AUTREMENT SAS,Occitanie,7,242,15.01,Langues,Oui
1.1788295678E10,APPRENDRE MONTESSORI,Île-de-France,7,474,15.97,Autre,Non
7.5870202987E10,APYLEARNING,Nouvelle-Aquitaine,7,70,14.29,Autre,Non
5.3350983135E10,AQUA BREIZH CLUB MNS,Bretagne,7,73,14.30,Services,Non
9.3132253613E10,ARCHE LIVIA,Provence-Alpes-Côte d'Azur,7,3352,27.97,Santé,Non
3.2591258659E10,ARCHIMED,Hauts-de-France,7,1182,18.93,Tech/Digital,Non
3.1620246762E10,ARC INTERNATIONAL FRANCE  AIF,Hauts-de-France,7,409,15.70,Autre,Non
8.4692058469E10,AREPPOP LYRRA,Auvergne-Rhône-Alpes,7,127,14.53,Santé,Non
1.1910541291E10,ARKOSE ET ASSOCIES,Île-de-France,7,665,16.77,Autre,Non
5.3220819822E10,ARNICA FORMATIONS,Bretagne,7,615,16.56,Sécurité,Non
1.1755734175E10,ARRET SUR IMAGE,Île-de-France,7,973,18.05,Soft Skills,Non
8.4010286301E10,ART'CAD FORMATION,Auvergne-Rhône-Alpes,7,76,14.32,Services,Non
1.1940953794E10,ASPARK CONSULTING,Île-de-France,7,469,15.95,Autre,Non
3.260040796E10,ASPAZIE,Hauts-de-France,7,142,14.59,Santé,Non
5.2850250785E10,ASPHALTE FORMATION,Pays de la Loire,7,882,17.68,Services,Oui
9.3830482183E10,ASPIS FORMATION,Provence-Alpes-Côte d'Azur,7,63,14.26,Sécurité,Oui
1.1754608475E10,ASRH CONSEILS,Île-de-France,7,248,15.03,Commerce/Gestion,Oui
1.1920537192E10,ASS DE FORMA PROF DANS LES INDUTRIES DES METAUX AFPIDEM,Île-de-France,7,193,14.80,Autre,Non
9.1340211934E10,ASS DEP ADMINIST GESTION ETS SPECIALISES,Occitanie,7,251,15.05,Juridique,Non
8.2420028542E10,ASS DEPARTEMENTALE DES FRANCAS DE LA LOIRE,Auvergne-Rhône-Alpes,7,393,15.64,Services,Non
1.1750988875E10,ASS DEPARTEMENTALE INFORMATION LOGEMENT,Île-de-France,7,927,17.86,Juridique,Non
1.1788500478E10,ASS DEP INFORMATION LOGEMENT YVELINES,Île-de-France,7,139,14.58,Juridique,Non
1.1751098575E10,ASS F E MINKOWSKI SANTE MENTALE MIGRANTS,Île-de-France,7,518,16.16,Autre,Non
1.1950520395E10,ASS FRANCAISE DES TECHNICIENS DE LABORATOIRE MEDICAL,Île-de-France,7,88,14.37,Santé,Non
7.3310567331E10,ASS INSTITUT DE FORMATION ET RECHERCHE EUROPEEN EN PSYCHOPHONIE MLA,Occitanie,7,126,14.53,Autre,Non
9.3060511606E10,ASSISTANCE MULTI FORMATIONS A.M.F,Provence-Alpes-Côte d'Azur,7,283,15.18,Sécurité,Non
1.973136797E9,ASSOC DANSE EVEIL FORMATION INFORMATION,Guadeloupe,7,12,14.05,Autre,Non
7.4230024123E10,ASSOC DEPART AMIS PARENT ENFANT INADAPTE,Nouvelle-Aquitaine,7,394,15.64,Santé,Non
9.130025663E10,ASSOCIATION,Occitanie,7,71,14.30,Commerce/Gestion,Non
2.6710232071E10,ASSOCIATION AGIRE,Bourgogne-Franche-Comté,7,77,14.32,Autre,Non
1.1756192775E10,ASSOCIATION ARDHIS,Île-de-France,7,114,14.47,Santé,Non
7.3310550631E10,ASSOCIATION AVOCATS SANS FRONTIERES FRANCE,Occitanie,7,32,14.13,Juridique,Non
8.2690538669E10,ASSOCIATION COMPAGNONNAGE,Auvergne-Rhône-Alpes,7,15,14.06,Autre,Non
7.3650055665E10,ASSOCIATION COURT'ECHELLE,Occitanie,7,198,14.82,Soft Skills,Non
1.1756909475E10,ASSOCIATION DE FORMATION CONTINUE EN ODF,Île-de-France,7,174,14.72,Autre,Non
1.1754327975E10,ASSOCIATION DE FORMATION ET D ETUDES DU NEGOCE DES PRODUITS DU BATIMENT,Île-de-France,7,141,14.59,Juridique,Non
2.8610093561E10,ASSOCIATION DEPARTEMENTALE ADMR61 FORMATION,Normandie,7,539,16.25,Autre,Oui
8.4730237273E10,ASSOCIATION DEPARTEMENTALE POUR UNE ECOLE DE LA DEUXIEME CHANCE EN SAVOIE,Auvergne-Rhône-Alpes,7,132,14.55,Autre,Non
7.5160118816E10,ASSOCIATION ECOLE 42 ANGOULEME CHARENTE NOUVELLE AQUITAINE,Nouvelle-Aquitaine,7,91,14.38,Tech/Digital,Oui
8.4380845238E10,ASSOCIATION EUROPEENNE POUR LA COOPERATION ET LES ECHANGES LINGUISTIQUES ET CULTURELS,Auvergne-Rhône-Alpes,7,10,14.04,Autre,Non
1.1756296475E10,ASSOCIATION FRANCAISE ECLAIRAGE,Île-de-France,7,143,14.60,Industrie,Non
9.1480023348E10,ASSOCIATION INSERTION ET RESSOURCES HUMAINES,Occitanie,7,65,14.27,Commerce/Gestion,Non
5.3290689529E10,ASSOCIATION LABOUR AN TI,Bretagne,7,162,14.68,Santé,Non
8.3430331443E10,ASSOCIATION LA BRECHE,Auvergne-Rhône-Alpes,7,18,14.07,Autre,Non
2.8760572876E10,ASSOCIATION LA CLE,Normandie,7,197,14.82,Soft Skills,Non
2.7210398021E10,Association LA MINOTERIE,Bourgogne-Franche-Comté,7,82,14.34,Autre,Non
1.1756364375E10,ASSOCIATION LANTANA PAYSAGISTES ENSEMBLE,Île-de-France,7,143,14.60,Autre,Non
8.4730181473E10,ASSOCIATION LE PELICAN,Auvergne-Rhône-Alpes,7,245,15.02,Santé,Non
8.4380645938E10,Association Lyonnaise pour une Psychanalyse a partir de la Clinique de l'Enfant,Auvergne-Rhône-Alpes,7,110,14.46,Autre,Non
7.630045013E10,ASSOCIATION PLUME DE CHEVAL,Occitanie,7,11,14.05,Services,Non
1.1922087092E10,ASSOCIATION POUR LA PROMOTION DE LA FORMATION ET DE LA RECHERCHE EN PSYCHIATRIE DU DEVELOPPEMENT,Île-de-France,7,490,16.04,Santé,Non
2.3760358876E10,ASSOCIATION REGIONALE POUR LE DEVELOPPEMENT DE L'EMPLOI AGRICOLE ET RURAL NORMANDIE,Normandie,7,34,14.14,Autre,Non
7.3460036446E10,ASSOCIATION RESEAU D'ENTRAIDE ET DE RELATIONS TERRE ROUGE -RERTR,Occitanie,7,423,15.76,Langues,Non
2.6210222121E10,ASSOCIATION SOLIDARITE FEMMES,Bourgogne-Franche-Comté,7,203,14.85,Soft Skills,Non
9.1340860434E10,ASSOCIATION STUDIO TE,Occitanie,7,24,14.10,Autre,Non
7.5640437564E10,ASSOCIATION TREBATU,Nouvelle-Aquitaine,7,25,14.10,Autre,Non
9.420213132E10,ASSOCIATION UFORCA-BASTIA POUR LA FORMATION PERMAMENTE,Corse,7,25,14.10,Autre,Non
7.3310589431E10,ASSOCIATION VISUEL-LANGUE DES SIGNES OCCITANIE TOULOUSE,Occitanie,7,797,17.32,Langues,Non
7.3090021909E10,ASS. POUR LA FORMATION DANS L'ARTISANAT   A.F.A. 09,Occitanie,7,98,14.41,Autre,Non
3.2591152759E10,ASS SERVICE CONTROLE JUDICIAIRE ENQUETES,Hauts-de-France,7,435,15.81,Juridique,Non
8.2690551169E10,ASS UTILISATION REIN ARTIFICIEL LYON,Auvergne-Rhône-Alpes,7,141,14.59,Santé,Non
7.5470133347E10,ATELIER NADAI,Nouvelle-Aquitaine,7,84,14.35,Autre,Non
2.6710239771E10,ATELIERS DES FORGES,Bourgogne-Franche-Comté,7,23,14.10,Autre,Non
9.3132005413E10,AT FORMATION,Provence-Alpes-Côte d'Azur,7,7,14.03,Tech/Digital,Oui
5.2850094085E10,ATHI I,Pays de la Loire,7,44,14.18,Commerce/Gestion,Non
1.1753610075E10,ATORG,Île-de-France,7,95,14.40,Soft Skills,Non
7.3120022712E10,ATOUT FORMATIONS,Occitanie,7,784,17.27,Santé,Non
1.1755593475E10,ATOUT FRANCE,Île-de-France,7,109,14.45,Services,Non
9.3830511683E10,ATOUTS  CONSEIL & FORMATION SANTE SECURITE AU TRAVAIL,Provence-Alpes-Côte d'Azur,7,168,14.70,Sécurité,Non
4.2680091268E10,ATSU 68 INSTITUT DE FORMATION DES AMBULANCIERS,Grand Est,7,262,15.09,Santé,Non
1.1922658292E10,AUDACIA,Île-de-France,7,113,14.47,Autre,Oui
2.8760585076E10,AURELIE FORMATION,Normandie,7,26,14.11,Services,Oui
7.540015444E10,AUTO CLUB LANDES COTE D ARGENT,Nouvelle-Aquitaine,7,935,17.90,Soft Skills,Non
5.3560951356E10,AUTO ECOLE 2000,Bretagne,7,71,14.30,Soft Skills,Non
4.1540321854E10,AUTO ECOLE A PLUS,Grand Est,7,130,14.54,Soft Skills,Non
7.5331570833E10,AUTO ECOLE ARTIGUES,Nouvelle-Aquitaine,7,296,15.23,Soft Skills,Non
7.5170265817E10,AUTO ECOLE BENETEAU,Nouvelle-Aquitaine,7,61,14.25,Soft Skills,Non
3.2591050259E10,AUTO ECOLE BONDUES,Hauts-de-France,7,119,14.50,Services,Non
