numeroDeclarationActivite,denomination,region,effectifFormateurs,stagiaires,production_estimee,macro_theme,multi_cert
7.6341165634E10,PEOPLESPHERES,Occitanie,7,26,14.11,Autre,Non
1.973340797E9,PEPITE ACADEMY,Guadeloupe,7,264,15.10,Langues,Non
9.3060701306E10,PERFECT FORMA,Provence-Alpes-Côte d'Azur,7,132,14.55,Soft Skills,Non
1.1941114594E10,PERFORMHANCE,Île-de-France,7,701,16.92,Autre,Non
1.1770904277E10,PERMILIB,Île-de-France,7,49,14.20,Soft Skills,Non
1.1941169394E10,PERMIS MASTER,Île-de-France,7,450,15.88,Autre,Non
1.1930944993E10,PERMIS N'CO,Île-de-France,7,202,14.84,Services,Non
1.1754949175E10,PHARMA SYSTEME  QUALITE,Île-de-France,7,181,14.75,Autre,Non
5.3351195835E10,PHOENIX FORMATION,Bretagne,7,64,14.27,Autre,Oui
1.1756475675E10,PICHARD FORMATION,Île-de-France,7,303,15.26,Autre,Non
8.2380291238E10,PIERRE MORIZE CONSEIL,Auvergne-Rhône-Alpes,7,658,16.74,Soft Skills,Non
5.2440685544E10,PILATES NANTES,Pays de la Loire,7,98,14.41,Autre,Non
2.6710128971E10,PINETTE EMIDECAU INDUSTRIES SAS,Bourgogne-Franche-Comté,7,69,14.29,Industrie,Non
1.1922163292E10,PISTE SECURITE,Île-de-France,7,480,16.00,Sécurité,Non
5.2850244185E10,PIXUP ACADEMY,Pays de la Loire,7,22,14.09,Autre,Non
1.1751824575E10,PK CONSULTANTS,Île-de-France,7,51,14.21,Autre,Oui
5.2850123685E10,PLATE FORME TECHNOLOGIQUE AUTOMATISME ET PRODUCTION INDUSTRIELLE,Pays de la Loire,7,61,14.25,Industrie,Non
4.1570018557E10,POINT SOFT,Grand Est,7,78,14.32,Tech/Digital,Non
7.5331138733E10,POLA,Nouvelle-Aquitaine,7,34,14.14,Autre,Non
5.3220930322E10,PORC ARMOR EVOLUTION,Bretagne,7,64,14.27,Autre,Non
3.2590985759E10,POSIT!F,Hauts-de-France,7,1107,18.61,Soft Skills,Non
7.6341203334E10,POTEZ AERO SERVICES,Occitanie,7,199,14.83,Industrie,Non
8.2260041726E10,POURQUOI PAS,Auvergne-Rhône-Alpes,7,645,16.69,Soft Skills,Non
1.1940862594E10,PRESENT PERFECT,Île-de-France,7,85,14.35,Autre,Non
1.1754457075E10,PREVENT UP,Île-de-France,7,963,18.01,Sécurité,Non
1.1920978792E10,PRIMAFRANCE SYSTEMS,Île-de-France,7,522,16.18,Commerce/Gestion,Non
1.1910625291E10,PRIMA POWER FRANCE,Île-de-France,7,57,14.24,Industrie,Non
1.1770752377E10,PRIMUS FORMATION,Île-de-France,7,239,15.00,Autre,Non
1.1755334175E10,PRO AID AUTISME,Île-de-France,7,462,15.93,Santé,Non
5.3220842722E10,PRO.COM,Bretagne,7,2430,24.12,Sécurité,Non
5.2720120872E10,PROFIL FORMATION,Pays de la Loire,7,232,14.97,Services,Non
7.6341086234E10,PROFORMEA,Occitanie,7,180,14.75,Langues,Oui
1.1755210175E10,PROGRESS PARTNERS,Île-de-France,7,91,14.38,Autre,Non
2.6890116089E10,PROTECNIC - CREATIS,Bourgogne-Franche-Comté,7,188,14.78,Commerce/Gestion,Non
7.3310808331E10,PROVALE FORMATION SARL,Occitanie,7,1511,20.30,Services,Oui
1.1930569693E10,PROVELITE ACADEMIE,Île-de-France,7,332,15.38,Services,Oui
7.6311080031E10,PROVIDANSE,Occitanie,7,19,14.08,Autre,Non
8.2691421469E10,PROXIA FORMATION,Auvergne-Rhône-Alpes,7,404,15.68,Sécurité,Non
7.4870128587E10,PROXIMIT,Nouvelle-Aquitaine,7,227,14.95,Tech/Digital,Non
7.5331375533E10,QUALI O.F,Nouvelle-Aquitaine,7,34,14.14,Soft Skills,Non
1.1756118775E10,QUALITOP  CONSULTING,Île-de-France,7,52,14.22,Langues,Non
8.2380496038E10,QUEQUET ERIC,Auvergne-Rhône-Alpes,7,462,15.93,Soft Skills,Non
4.4670663867E10,QUIRIN KATHERINE,Grand Est,7,36,14.15,Langues,Non
5.3351061135E10,R2S FORMATION,Bretagne,7,1681,21.00,Sécurité,Non
8.4730193073E10,R 3  FRANCE,Auvergne-Rhône-Alpes,7,97,14.40,Sécurité,Non
1.1756850675E10,R3 GROUP,Île-de-France,7,101,14.42,Autre,Non
9.3040094004E10,RB Provence Formation Conduite,Provence-Alpes-Côte d'Azur,7,234,14.97,Soft Skills,Non
1.1756306575E10,REACTEEV,Île-de-France,7,88,14.37,Commerce/Gestion,Non
7.2330577533E10,REALITES ET PROJETS CONSULTANTS,Nouvelle-Aquitaine,7,201,14.84,Santé,Non
4.4670759567E10,RECOS MACHINES,Grand Est,7,49,14.20,Industrie,Non
7.6110163911E10,REF FORMATION,Occitanie,7,73,14.30,Santé,Non
5.2530113253E10,REFLEX FORMATION,Pays de la Loire,7,133,14.55,Santé,Oui
1.1754777775E10,REGNOLOGY FRANCE,Île-de-France,7,74,14.31,Commerce/Gestion,Non
8.2380231738E10,RELIANCE SARL,Auvergne-Rhône-Alpes,7,817,17.40,Soft Skills,Non
2.6210314121E10,RESERVES NATURELLES DE FRANCE,Bourgogne-Franche-Comté,7,40,14.17,Autre,Non
5.3351081935E10,RESO'FORCES,Bretagne,7,71,14.30,Soft Skills,Non
1.1921529592E10,RESONANCE 4,Île-de-France,7,212,14.88,Soft Skills,Non
9.3130864213E10,RESONANCES MEDIATIONS,Provence-Alpes-Côte d'Azur,7,46,14.19,Autre,Non
9.1340251134E10,RESSOURCE ET PERFORMANCE,Occitanie,7,426,15.78,Soft Skills,Oui
9.3840300584E10,RESSOURCES,Provence-Alpes-Côte d'Azur,7,227,14.95,Autre,Non
8.4691722769E10,REVERTO,Auvergne-Rhône-Alpes,7,6820,42.42,Soft Skills,Non
1.1756447175E10,RHAPSODIES CONSEIL,Île-de-France,7,132,14.55,Tech/Digital,Non
7.6341325834E10,RHP ASSOCIES,Occitanie,7,15,14.06,Soft Skills,Non
5.2490358149E10,RIBE FORMATION,Pays de la Loire,7,35,14.15,Autre,Non
5.2440762944E10,RISE & CARE,Pays de la Loire,7,166,14.69,Soft Skills,Non
3.2020139302E10,RL FORMATIONS,Hauts-de-France,7,167,14.70,Soft Skills,Non
5.3290117629E10,ROND POINT ANGLAIS ENGLISH APART,Bretagne,7,297,15.24,Langues,Non
7.3310682231E10,ROSSI ANNE CLAIRE,Occitanie,7,52,14.22,Services,Non
9.3830503883E10,ROUX COOKING TRAINING,Provence-Alpes-Côte d'Azur,7,772,17.22,Autre,Non
7.6311015131E10,R R CONSULTING,Occitanie,7,460,15.92,Services,Non
9.8970415197E10,RUN MAKE UP ACADEMY - AVENCOT - ONTHETIME,La Réunion,7,92,14.38,Services,Oui
9.3131893413E10,S2S PACA FORMATION,Provence-Alpes-Côte d'Azur,7,425,15.77,Sécurité,Non
9.1660190866E10,S30 ACADEMY,Occitanie,7,504,16.10,Autre,Non
7.5331203633E10,SAGEC,Nouvelle-Aquitaine,7,29,14.12,Commerce/Gestion,Non
1.1751902975E10,SAINT LOUIS UNION ACADEMIE,Île-de-France,7,100,14.42,Services,Oui
1.1922667392E10,SAMI ACADEMY,Île-de-France,7,122,14.51,Industrie,Non
7.6341269534E10,SANAE,Occitanie,7,26,14.11,Commerce/Gestion,Non
9.3131758213E10,SANTEPREV,Provence-Alpes-Côte d'Azur,7,13,14.05,Services,Oui
9.3130690013E10,SA POINT EXPERT GESTION,Provence-Alpes-Côte d'Azur,7,178,14.74,Tech/Digital,Non
7.2640196864E10,SARL ALBEDO CONSEIL,Nouvelle-Aquitaine,7,963,18.01,Soft Skills,Non
9.1110125711E10,SARL ART CREATION BEAUTE,Occitanie,7,24,14.10,Services,Oui
7.6820117982E10,SARL AUTO ECOLE ADAM,Occitanie,7,135,14.56,Autre,Non
5.3220888022E10,SARL AUTO ECOLE BASILE FRANCK LECOCQ,Bretagne,7,176,14.73,Soft Skills,Non
5.3350048235E10,SARL AUTO ECOLE MAZE,Bretagne,7,46,14.19,Services,Non
5.2490128249E10,SARL AVENIR FORMATION CONSEIL,Pays de la Loire,7,229,14.95,Services,Oui
2.7250316525E10,SARL CFR,Bourgogne-Franche-Comté,7,522,16.18,Services,Non
4.973253897E9,SARL CONCEPT FORMATION,La Réunion,7,205,14.85,Services,Oui
9.1340586334E10,SARL CVH,Occitanie,7,8401,49.00,Soft Skills,Oui
9.130028073E10,SARL DAUMET SECURITE ROUTIERE,Occitanie,7,885,17.69,Autre,Non
2.4280163828E10,SARL  GOULAY,Centre-Val de Loire,7,322,15.34,Soft Skills,Non
3.1620223862E10,SARL GTL FORMATION,Hauts-de-France,7,305,15.27,Services,Non
9.3840229984E10,SARL IBL,Provence-Alpes-Côte d'Azur,7,340,15.42,Langues,Non
7.2330857833E10,SARL ISB,Nouvelle-Aquitaine,7,106,14.44,Autre,Non
9.3131594113E10,SARL ITAL CONCEPT,Provence-Alpes-Côte d'Azur,7,231,14.96,Services,Non
3.1620189162E10,SARL LSI FORMATION LITTORAL INCENDIE SECOURISME,Hauts-de-France,7,254,15.06,Soft Skills,Non
5.2440540044E10,SARL ROTEC,Pays de la Loire,7,244,15.02,Santé,Non
9.420209952E10,SARL SCOLA PRIMA,Corse,7,272,15.13,Soft Skills,Non
5.4170177917E10,SARL TMJ FORMATIONS,Nouvelle-Aquitaine,7,1262,19.26,Santé,Non
9.3060677206E10,SARL VIRE,Provence-Alpes-Côte d'Azur,7,86,14.36,Santé,Non
7.2330970733E10,SAS,Nouvelle-Aquitaine,7,707,16.95,Soft Skills,Non
1.1940930294E10,SAS ABSOLUTELY FRENCH,Île-de-France,7,74,14.31,Langues,Non
1.1755714975E10,SAS AIRAM MONTESSORI,Île-de-France,7,111,14.46,Soft Skills,Non
1.1930816193E10,SAS AUTO ECOLE GTA,Île-de-France,7,1,14.00,Autre,Non
1.1755651975E10,SAS AUTO MOTO ECOLE CARPEAUX,Île-de-France,7,207,14.86,Autre,Non
8.3430325243E10,SAS DOS MAJEUR,Auvergne-Rhône-Alpes,7,358,15.49,Autre,Non
9.1340818134E10,SAS ENGLISH AB,Occitanie,7,457,15.90,Langues,Non
2.6210199321E10,SAS  EUROGERM    PARC ACTIVITES BOIS GUILLAUME,Bourgogne-Franche-Comté,7,39,14.16,Autre,Non
3.973131197E9,SAS FORMATION & CONSEIL MRH,Guyane,7,46,14.19,Commerce/Gestion,Oui
7.5331338433E10,SAS FORSECURE,Nouvelle-Aquitaine,7,709,16.95,Autre,Non
2.7210365221E10,SAS PREV CONSULT,Bourgogne-Franche-Comté,7,160,14.67,Sécurité,Non
2.7710286071E10,SAS ST FORMATION 71,Bourgogne-Franche-Comté,7,1176,18.90,Industrie,Non
8.4030378303E10,S.A.S. SYLTIE GESTION,Auvergne-Rhône-Alpes,7,631,16.63,Autre,Non
5.2440433544E10,SAS TERRES DE FENETRE,Pays de la Loire,7,54,14.22,Industrie,Non
8.3630115263E10,SAS TOSHIBA REGION CENTRE EST,Auvergne-Rhône-Alpes,7,17,14.07,Services,Non
9.3840332684E10,SASU AUTREMENT 10,Provence-Alpes-Côte d'Azur,7,38,14.16,Commerce/Gestion,Non
9.3131792813E10,SASU DREAM CONDUITE,Provence-Alpes-Côte d'Azur,7,267,15.11,Soft Skills,Non
1.1940991194E10,SAS WORLD PERMIS,Île-de-France,7,180,14.75,Services,Non
7.6310918831E10,SATTVA YOGA SHALA,Occitanie,7,64,14.27,Autre,Non
1.1756533175E10,SAVANTES,Île-de-France,7,370,15.54,Santé,Non
8.2730128873E10,SAVOIE LANGUES,Auvergne-Rhône-Alpes,7,169,14.70,Langues,Non
2.4360096036E10,SBCF - Mme BILLARD Sandrine,Centre-Val de Loire,7,309,15.29,Autre,Non
3.2590911459E10,SCHOLA INGENIERIE SAS,Hauts-de-France,7,35,14.15,Juridique,Oui
4.973471597E9,SCIENTIA,La Réunion,7,51,14.21,Autre,Oui
5.2440908244E10,SECO GLOBAL SERVICES,Pays de la Loire,7,216,14.90,Industrie,Non
2.3760431376E10,SECURILOG,Normandie,7,195,14.81,Sécurité,Non
1.1770810577E10,SECU'RISQUES,Île-de-France,7,346,15.44,Sécurité,Non
3.260033246E10,SECURITE FORMATION,Hauts-de-France,7,1832,21.63,Soft Skills,Non
1.1780132278E10,SEDAFOR SARL,Île-de-France,7,131,14.55,Sécurité,Non
1.1755274075E10,S.E.J.E.R.,Île-de-France,7,363,15.51,Autre,Non
1.1755760575E10,SELARL  CENTAURE AVOCATS,Île-de-France,7,168,14.70,Juridique,Non
8.4380702738E10,SEMAWE,Auvergne-Rhône-Alpes,7,317,15.32,Soft Skills,Non
1.1940861694E10,SESIFORM,Île-de-France,7,510,16.12,Sécurité,Non
1.1755372575E10,SETEC HYDRATEC,Île-de-France,7,38,14.16,Autre,Non
7.4870123687E10,SEYES FORMATION,Nouvelle-Aquitaine,7,506,16.11,Services,Non
9.5970193897E10,SFI,Guadeloupe,7,652,16.72,Commerce/Gestion,Non
1.1921003692E10,SHEAHAN  JOHN,Île-de-France,7,96,14.40,Langues,Non
7.5640487564E10,SICARD FABIENNE,Nouvelle-Aquitaine,7,55,14.23,Autre,Non
7.6311059131E10,SICO SERVICES FORMATION,Occitanie,7,164,14.68,Industrie,Non
8.3430325743E10,SIG-AL,Auvergne-Rhône-Alpes,7,74,14.31,Tech/Digital,Non
1.1788357578E10,SILCA,Île-de-France,7,438,15.82,Industrie,Non
1.1756267775E10,SILLAGES,Île-de-France,7,64,14.27,Soft Skills,Non
5.2440925744E10,SINBAD,Pays de la Loire,7,25,14.10,Tech/Digital,Non
5.2440976244E10,SINED SRL,Pays de la Loire,7,886,17.69,Santé,Non
2.4450363945E10,SMART SERVICES - M. DJELLAT Mehdi,Centre-Val de Loire,7,252,15.05,Sécurité,Non
4.4540381254E10,SO BE US,Grand Est,7,86,14.36,Soft Skills,Oui
7.6460063546E10,SOC COOP AGRIC REG CAUSSE & DEUX VALLEES,Occitanie,7,519,16.16,Autre,Non
1.1755317275E10,SOCIAL SOLUTIONS ET PARTENAIRES,Île-de-France,7,88,14.37,Autre,Non
7.6310962031E10,SOCIETA DANTE ALIGHIERI ASSOCIATION,Occitanie,7,47,14.20,Langues,Non
5.2440421844E10,SOCIETE CASTELBRIANTAISE DE REALISATIONS INFORMATIQUES,Pays de la Loire,7,857,17.57,Commerce/Gestion,Non
1.1755611075E10,société de commerce et d'administration duchesne,Île-de-France,7,75,14.31,Industrie,Non
7.5160117416E10,"SOCIETE FRANCAISE DE PSYCHANALYSE ADLERIENNE SUD OUEST DIT INSTITUT "" SUD OUEST """,Nouvelle-Aquitaine,7,58,14.24,Autre,Non
3.1590349659E10,SOCIETE LILLOISE DE MACHINES OUTILS SA LMO,Hauts-de-France,7,95,14.40,Industrie,Non
1.1950727895E10,SOCIETE MY PERMIS,Île-de-France,7,542,16.26,Services,Non
4.2670294167E10,SOCIETE ZOLLER,Grand Est,7,162,14.68,Industrie,Non
5.2440898644E10,SOC NOUV ETUDES EDITIONS PUBLICITE,Pays de la Loire,7,2200,23.17,Tech/Digital,Non
7.2640374964E10,SOCO ACADEMY,Nouvelle-Aquitaine,7,22,14.09,Services,Non
3.2591192859E10,SOCRATE,Hauts-de-France,7,37,14.15,Autre,Non
1.1950601995E10,SOECO,Île-de-France,7,377,15.57,Autre,Non
2.8760767076E10,SOIXANTE,Normandie,7,120,14.50,Santé,Non
8.4692227269E10,SOLEUS,Auvergne-Rhône-Alpes,7,153,14.64,Sécurité,Non
2.790006879E10,SOLIDARITE FEMMES,Bourgogne-Franche-Comté,7,47,14.20,Santé,Non
2.4180127518E10,SOLOGNA NATURE & CULTURE,Centre-Val de Loire,7,80,14.33,Soft Skills,Non
5.3350709435E10,SOLUTIONS PRODUCTIVES,Bretagne,7,892,17.72,Autre,Non
9.3130093013E10,SOMEI MED ETU INFORMATIQUE,Provence-Alpes-Côte d'Azur,7,306,15.28,Tech/Digital,Non
9.3131744413E10,SONOVISION SAS,Provence-Alpes-Côte d'Azur,7,56,14.23,Services,Non
1.1950639895E10,SO PERMIS,Île-de-France,7,161,14.67,Autre,Non
1.1922050092E10,SOPHRENZEN,Île-de-France,7,195,14.81,Santé,Non
4.2670018667E10,SOPREMA,Grand Est,7,400,15.67,Industrie,Non
1.1770757277E10,SOS CONDUITE,Île-de-France,7,580,16.42,Soft Skills,Non
4.3250128725E10,SOSIM,Bourgogne-Franche-Comté,7,65,14.27,Tech/Digital,Oui
1.1788625478E10,SOUTENABLE,Île-de-France,7,105,14.44,Autre,Non
2.7710326571E10,SPORTNOVA,Bourgogne-Franche-Comté,7,5,14.02,Services,Oui
7.5640480664E10,START 2000,Nouvelle-Aquitaine,7,48,14.20,Soft Skills,Non
3.280019488E10,START UP AGAIN,Hauts-de-France,7,626,16.61,Autre,Non
8.2740015774E10,STAUBLI FRANCE,Auvergne-Rhône-Alpes,7,583,16.43,Industrie,Non
2.4180144518E10,STOP AUTO ECOLE,Centre-Val de Loire,7,49,14.20,Soft Skills,Non
1.1930796793E10,STOP PERRINE,Île-de-France,7,205,14.85,Soft Skills,Non
3.1590794159E10,STRATEGO  SAS,Hauts-de-France,7,201,14.84,Commerce/Gestion,Non
4.4520045452E10,STUDIO P,Grand Est,7,33,14.14,Autre,Non
7.6311105131E10,SUITE126,Occitanie,7,46,14.19,Autre,Non
1.1756230975E10,SURFACE TRAINING ACADEMY,Île-de-France,7,64,14.27,Services,Oui
3.280019498E10,SYNAPSE 3I,Hauts-de-France,7,738,17.07,Services,Non
8.2010114001E10,SYND MIXTE DU TECHNOPOLE ALIMENTEC - SERVICE NOVALIM,Auvergne-Rhône-Alpes,7,215,14.90,Autre,Non
8.2420064142E10,SYNERGIE ACTIONS,Auvergne-Rhône-Alpes,7,27,14.11,Soft Skills,Non
2.4180102418E10,SYSTEM WELD  - SARL,Centre-Val de Loire,7,416,15.73,Industrie,Non
2.7210416121E10,TACTICAL PROTEC,Bourgogne-Franche-Comté,7,36,14.15,Sécurité,Non
1.1940877794E10,TAKIMA,Île-de-France,7,52,14.22,Tech/Digital,Non
9.3830352483E10,TANDEM,Provence-Alpes-Côte d'Azur,7,84,14.35,Autre,Non
7.3820048182E10,TASSET CORINNE -AUDIT ET FORMATION PROFESSIONNELLE,Occitanie,7,490,16.04,Santé,Non
2.3760493476E10,TAXIS FORMATION 76,Normandie,7,58,14.24,Autre,Non
4.410008761E10,TB FORMATION,Grand Est,7,930,17.88,Sécurité,Non
2.3270186427E10,TEAM CARO,Normandie,7,29,14.12,Soft Skills,Non
1.1755925675E10,TECH 4 TEAM,Île-de-France,7,86,14.36,Tech/Digital,Non
3.2591150259E10,TECHNICOM FORMATION,Hauts-de-France,7,250,15.04,Autre,Non
2.3760147927E10,TEMPTA,Normandie,7,559,16.33,Soft Skills,Oui
2.1510141451E10,TER'Informatique,Grand Est,7,175,14.73,Industrie,Non
2.8760647976E10,TERRA PSY - PSYCHOLOGUE SANS FRONTIERES,Normandie,7,416,15.73,Santé,Non
7.5190105219E10,TERRE DE CONSEILS,Nouvelle-Aquitaine,7,8,14.03,Autre,Non
8.2690900969E10,TH CONSEIL,Auvergne-Rhône-Alpes,7,989,18.12,Soft Skills,Oui
1.1922594392E10,THE SYNDIC CAPITAL SAS,Île-de-France,7,52,14.22,Autre,Non
2.4370231237E10,THOMAS LEGRAND CONSULTANTS,Centre-Val de Loire,7,105,14.44,Soft Skills,Non
3.2620326062E10,TIGER FORMATIONS,Hauts-de-France,7,189,14.79,Autre,Non
7.6311212831E10,TONYE'S FASHION ACADEMY SAS,Occitanie,7,26,14.11,Autre,Oui
3.2591166959E10,TOP FORMA SOLUTIONS,Hauts-de-France,7,72,14.30,Juridique,Non
1.1753451375E10,TOTEM C.P.L.,Île-de-France,7,811,17.38,Commerce/Gestion,Non
2.3760479176E10,TRACE SOFTWARE INTERNATIONAL,Normandie,7,810,17.38,Tech/Digital,Non
3.2591036359E10,TRAJECTOIRE,Hauts-de-France,7,71,14.30,Santé,Non
1.1755507775E10,TRAJECTOIRES ENTREPRISE,Île-de-France,7,249,15.04,Services,Non
7.6110143111E10,TRANSMISSION,Occitanie,7,55,14.23,Autre,Non
5.2720158272E10,TSG FRANCE,Pays de la Loire,7,104,14.43,Soft Skills,Non
2.7890164589E10,TTA-THE TRUSTED AGENCY,Bourgogne-Franche-Comté,7,352,15.47,Soft Skills,Non
1.1788299878E10,UBIQUID,Île-de-France,7,151,14.63,Autre,Non
3.1590738359E10,UGECAM HAUTS DE FRANCE,Hauts-de-France,7,145,14.60,Autre,Oui
1.1754785975E10,UMANEA,Île-de-France,7,69,14.29,Autre,Oui
8.4691926869E10,UNE AUTRE LANGUE LYON,Auvergne-Rhône-Alpes,7,344,15.43,Langues,Non
9.7973079097E10,UNION DES PRODUCTEURS DE BANANE DE LA MARTINIQUE,Martinique,7,126,14.53,Industrie,Non
7.5170208517E10,"Union inter-départementale de Charente Maritime et des deux-sèvres de l'aide, des soins et services aux domiciles",Nouvelle-Aquitaine,7,139,14.58,Services,Non
9.1340718534E10,UNION REGIONALE DES SCOP OCCITANIE - PÔLE MEDITERRANEE,Occitanie,7,194,14.81,Commerce/Gestion,Non
4.3250002125E10,UNION RÉGIONALE INTERFÉDÉRALE DES ORGANISMES PRIVÉS SANITAIRES ET SOCIAUX BOURGOGNE FRANCHE-COMTÉ,Bourgogne-Franche-Comté,7,144,14.60,Commerce/Gestion,Non
2.5140248514E10,UNI'SIGNES,Normandie,7,245,15.02,Langues,Non
5.2490371749E10,UNITAK,Pays de la Loire,7,74,14.31,Autre,Non
1.1950623895E10,UNIVERSAL SYNERGY CONSULTING,Île-de-France,7,211,14.88,Commerce/Gestion,Oui
1.1755544075E10,UPGY,Île-de-France,7,55,14.23,Autre,Non
1.1770679777E10,UPPER LINK,Île-de-France,7,130,14.54,Tech/Digital,Non
3.1590823059E10,UPTIMIST SARL,Hauts-de-France,7,820,17.42,Soft Skills,Non
7.6310870931E10,URSCOP OCCITANIE POLE PYRENEES,Occitanie,7,331,15.38,Commerce/Gestion,Non
1.1754817475E10,VALEURS ET DEVELOPPEMENT,Île-de-France,7,747,17.11,Soft Skills,Non
1.1755089275E10,VARENNE ENTREPRISES,Île-de-France,7,322,15.34,Commerce/Gestion,Non
4.2680102768E10,VECTEUR,Grand Est,7,453,15.89,Commerce/Gestion,Non
1.1921370192E10,VENDEURS D'ELITE,Île-de-France,7,302,15.26,Commerce/Gestion,Non
8.4380835138E10,VERITECH,Auvergne-Rhône-Alpes,7,560,16.33,Industrie,Non
2.973120897E9,VIE SION INSERTION,Martinique,7,80,14.33,Autre,Oui
7.6660219966E10,VIGIFORMA,Occitanie,7,617,16.57,Autre,Non
7.630048833E10,VILA,Occitanie,7,104,14.43,Soft Skills,Non
1.1756736775E10,VINCULA,Île-de-France,7,117,14.49,Santé,Non
3.1620248662E10,Vipali Academy,Hauts-de-France,7,141,14.59,Santé,Non
8.2690907469E10,VISUEL LSF RHONE-ALPES (LANGUE DES SIGNES),Auvergne-Rhône-Alpes,7,697,16.90,Langues,Non
1.1930712193E10,VM BUILDING SOLUTIONS,Île-de-France,7,625,16.60,Industrie,Non
2.4370023937E10,VOLUME SOFTWARE,Centre-Val de Loire,7,61,14.25,Autre,Non
7.5331596533E10,VPLUS SERVICES,Nouvelle-Aquitaine,7,59,14.25,Autre,Non
7.6341176534E10,VTI,Occitanie,7,48,14.20,Industrie,Non
1.1754694775E10,WAKE UP FORMATIONS,Île-de-France,7,822,17.43,Soft Skills,Non
8.4691981069E10,WEEEFUND,Auvergne-Rhône-Alpes,7,191,14.80,Tech/Digital,Non
1.1756368375E10,WEFORMA,Île-de-France,7,554,16.31,Autre,Non
8.2691285869E10,WINTERHALTER FRANCE,Auvergne-Rhône-Alpes,7,217,14.90,Industrie,Non
7.630039033E10,WORKSAFE FRANCE,Occitanie,7,167,14.70,Soft Skills,Non
7.5331216433E10,XYLAN,Nouvelle-Aquitaine,7,130,14.54,Commerce/Gestion,Oui
7.5331481433E10,YA GROUP,Nouvelle-Aquitaine,7,104,14.43,Industrie,Non
3.260033366E10,YB CONSULTING,Hauts-de-France,7,669,16.79,Soft Skills,Non
7.6311300731E10,YMCA SERVICES OCCITANIE,Occitanie,7,55,14.23,Soft Skills,Non
8.2730150173E10,YOUR ENGLISH WORKSHOP,Auvergne-Rhône-Alpes,7,124,14.52,Langues,Non
1.1788231178E10,YOUR GOOD IMAGE,Île-de-France,7,26,14.11,Autre,Non
9.1340807534E10,YPNOTIK BARTENDING,Occitanie,7,108,14.45,Services,Oui
5.3560962356E10,ZEWAOW,Bretagne,7,77,14.32,Autre,Non
1.1770661177E10,"ZSL, ecole de conduite Americo et michelle",Île-de-France,7,165,14.69,Services,Non
1.1921667992E10,ZSPHERE,Île-de-France,7,183,14.76,Tech/Digital,Non
1.1950773795E10,1ER GEST UMFI,Île-de-France,8,1287,21.36,Sécurité,Non
7.5331576033E10,2GEZER CORP,Nouvelle-Aquitaine,8,98,16.41,Tech/Digital,Non
7.5870191487E10,321 CONDUITE,Nouvelle-Aquitaine,8,108,16.45,Autre,Non
2.4280118828E10,3IDM SARL,Centre-Val de Loire,8,486,18.02,Industrie,Non
8.4691704669E10,410-GONE.FR,Auvergne-Rhône-Alpes,8,46,16.19,Tech/Digital,Non
5.4170182417E10,A2MAINS,Nouvelle-Aquitaine,8,306,17.27,Langues,Oui
9.3060646506E10,ABA APPRENDRE AUTREMENT,Provence-Alpes-Côte d'Azur,8,167,16.70,Santé,Non
8.2690656769E10,ABAQ CONSEIL,Auvergne-Rhône-Alpes,8,836,19.48,Soft Skills,Non
9.3060810706E10,ABG FORMATION CONSEIL,Provence-Alpes-Côte d'Azur,8,487,18.03,Autre,Non
1.1930958093E10,ACADEMIE DE BIJOUTERIE JOAILLERIE,Île-de-France,8,61,16.25,Soft Skills,Non
1.1755680775E10,ACADEMIE DU COACHING,Île-de-France,8,78,16.32,Soft Skills,Non
1.1756943875E10,ACADEMIE DU PERSONNEL DE MAISON,Île-de-France,8,94,16.39,Santé,Non
1.1922103392E10,ACADEMIE DU VIN DE PARIS,Île-de-France,8,358,17.49,Autre,Non
8.2420201042E10,ACADEMIE EUROPEENNE DES MEDECINES NATURELLES,Auvergne-Rhône-Alpes,8,43,16.18,Autre,Non
3.2591253059E10,ACADEMIE MINERVA,Hauts-de-France,8,169,16.70,Industrie,Non
1.1755764575E10,ACADYS FRANCE,Île-de-France,8,524,18.18,Tech/Digital,Non
8.4691659869E10,ACAPELA RH,Auvergne-Rhône-Alpes,8,31,16.13,Soft Skills,Oui
8.2740207574E10,ACCEFE,Auvergne-Rhône-Alpes,8,70,16.29,Autre,Non
8.4691524169E10,ACCESS EXAM FORMATION SECURITE,Auvergne-Rhône-Alpes,8,52,16.22,Langues,Oui
5.2850242685E10,ACCIOR FORMATION,Pays de la Loire,8,44,16.18,Commerce/Gestion,Non
8.2691350069E10,ACCOLADES,Auvergne-Rhône-Alpes,8,536,18.23,Santé,Non
9.420209262E10,Accompagnement et Management de la Formation en Corse,Corse,8,129,16.54,Soft Skills,Non
5.2440461844E10,ACCOMPLIR,Pays de la Loire,8,469,17.95,Soft Skills,Oui
7.2640392364E10,AC CONSULTING,Nouvelle-Aquitaine,8,77,16.32,Autre,Non
2.5610017261E10,ACCUEIL PROMOTION ETRANGERS,Normandie,8,237,16.99,Autre,Non
2.7890134089E10,ACFV CONSULTANT - EMMANUEL KURC,Bourgogne-Franche-Comté,8,508,18.12,Services,Non
8.4730244073E10,ACIS,Auvergne-Rhône-Alpes,8,655,18.73,Autre,Non
9.3131407713E10,ACPQUALIFE,Provence-Alpes-Côte d'Azur,8,262,17.09,Tech/Digital,Non
